# BEAST v1.8.0, r5971
# Generated Wed Jan 06 09:25:07 EST 2016 [seed=1452032706689]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(one)	tmrca(two)	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	coalescent
230000	-247.3498274673268	-247.34982746732683	3.8635761256955195E-14	100.54338383832365	9.575865203899697	20.221989114742975	65.10429975009951	3.5513147627468773	0.22800858795820483	0.17636938137544	0.4853000180407688	0.11032201262558666	0.0011131552005167991	3.8635761256955195E-14	-244.39495405888306
240000	-253.30208260332589	-253.30208260332594	4.6629367034256215E-14	99.89319739065402	10.627113600637196	20.123462823817	78.18771458493725	3.221626895511207	0.17542735163371417	0.17636938137544	0.08213882164181904	0.5660644453490271	0.001877073433503607	4.6629367034256215E-14	-249.88453038524648
250000	-239.48825955599585	-239.48825955599588	2.7311486405778728E-14	99.97245082251841	10.111169754394613	19.763993566557417	50.58746953755707	5.658012328741265	0.7991715157756514	0.0872150545802294	0.0948794384650431	0.018733991179076342	0.0014815289960749955	2.7311486405778728E-14	-236.7874225583536
260000	-261.8775465278813	-261.87754652788135	3.064215547965416E-14	100.57502144226099	9.36357458773447	19.46799422671611	71.49777430286397	14.4718241573875	0.4507270107132091	0.0872150545802294	0.42731308450348565	0.03474485020307605	3.2656764329010416E-5	3.064215547965416E-14	-257.8849236068021
270000	-227.063453864465	-227.06345386446503	2.33146835171282E-14	99.41015254362088	11.003604530746095	20.584033028369443	42.43690301381254	6.139819790783234	0.07627421886394287	0.40748307523424854	0.19067545430296928	0.3255672515988395	0.001067599331979393	2.33146835171282E-14	-221.4800932315274
280000	-228.7208912935949	-228.72089129359492	3.7303493627405026E-14	100.03502065171507	9.797318175562557	19.365340133821654	40.420900426682	5.107899549246864	0.25835263139417197	0.286007903014108	0.4198798700259373	0.035759595565782995	1.8613118299751606E-4	3.7303493627405026E-14	-227.1627583038051
290000	-236.39312611499523	-236.39312611499525	3.7303493627405026E-14	100.47456107331458	9.623928597501369	20.322152911697234	42.08351918091055	1.7049042694180971	0.5747788892863576	0.286007903014108	0.0038239822652717803	0.1353892254342629	1.9056316203645618E-4	3.7303493627405026E-14	-235.95163816044376
300000	-219.39904994608827	-219.39904994608833	4.5297099404706046E-14	99.92392154722008	9.970637417379606	20.117989345376696	34.41164294129429	4.5936874435237165	0.16558637657565806	0.023892544138735525	0.0825666148247845	0.7279544644608222	0.009186284154348748	4.5297099404706046E-14	-213.97568016489933
310000	-219.51491747681513	-219.51491747681519	5.262457136723195E-14	100.97483367461868	9.103921488579406	20.1059418709029	32.37673056233922	5.031614262658142	0.10387938030262661	0.3589352547300474	0.14427361109781595	0.3929117538695104	0.0014044155504590577	5.262457136723195E-14	-214.10113845635428
320000	-248.9397755814906	-248.93977558149066	4.596323321948113E-14	100.32071047055072	10.709653550907616	20.158646989621083	61.63524470640124	4.773468309910912	0.6808541181582339	0.06196225868135408	0.07616438147419624	0.1810192416862161	3.469197425322068E-4	4.596323321948113E-14	-246.37428055575262
330000	-246.45136874849393	-246.451368748494	4.329869796038079E-14	100.51907713744265	10.391520968115348	19.823365246187564	58.15175632336607	0.878895279401074	0.2568580499599539	0.5303342314272244	0.17136267254702403	0.041445046065797964	0.00155184028831578	4.329869796038079E-14	-244.41038462927006
340000	-226.70940891010795	-226.70940891010798	3.6637359812629945E-14	99.63969467869953	10.074690444542991	19.65015455538342	35.45749498661219	0.35051086705605433	0.36610930992694746	0.12733327677656103	0.4845199232509825	0.02203749004550929	0.004302914522143268	3.6637359812629945E-14	-224.01306349702526
350000	-232.86421719893622	-232.86421719893627	4.396483177515588E-14	99.84321390463036	9.95566460570104	19.80851208560948	37.81728375290018	0.5880232648135194	0.3557787497799458	0.18504263300492116	0.14766343711919133	0.31151518009594203	9.932331220154502E-5	4.396483177515588E-14	-234.11197731258358
360000	-230.02884724425755	-230.02884724425758	3.996802888650537E-14	100.17271366872745	10.33917366224317	20.264870746595196	38.16859850582413	0.4104434161716416	0.6938344997518924	0.2379625269625331	0.02755141150129623	0.04065156178427859	0.0026921365253152483	3.996802888650537E-14	-228.13439580091546
370000	-252.39671893308423	-252.39671893308426	3.8635761256955195E-14	99.88522045973495	10.64351371354756	20.08899915041691	76.22790129658411	2.523458007068132	0.4843597411221302	0.09809672171927411	0.038177242028166886	0.3793662951304291	0.001500758796876657	3.8635761256955195E-14	-249.49510310260982
380000	-222.29870858573742	-222.29870858573747	5.595524044110737E-14	100.03471649481013	9.389741422024844	20.979147651816326	40.85533758168313	2.7851642414847686	0.11952164420520282	0.14224792504319297	0.4405885267694245	0.2976419039821801	2.7261920227077027E-6	5.595524044110737E-14	-221.8331212566567
390000	-214.4847462658553	-214.48474626585536	5.1292303737681797E-14	99.92940240567746	9.99173880977015	20.552918994803733	33.9084124209978	1.6649893431268048	0.5049326772576698	0.0167783489040432	0.4405885267694245	0.037700447068862886	3.6742271165826786E-4	5.1292303737681797E-14	-214.1063294479428
400000	-210.8009891249806	-210.80098912498065	5.795364188543262E-14	99.7984975400267	9.869355656557737	20.005235150939153	16.79517092746919	1.5030290615827246	0.0351392999294264	0.20800817319650286	0.07541689965125367	0.6814356272228175	0.001637371531791014	5.795364188543262E-14	-210.51981661720788
410000	-210.68633960426686	-210.68633960426692	6.46149800331834E-14	100.90004406543386	9.84977468804279	20.5182459268147	28.361019617026027	3.336675552337906	0.11839931355980488	0.3279912369312041	0.43134639868973734	0.12226305081925415	8.67540939952371E-6	6.46149800331834E-14	-210.26106481238708
420000	-232.4899036309767	-232.48990363097676	7.061018436615912E-14	99.78641117693546	10.22421986303913	20.254903940090166	42.65488811822826	3.336675552337906	0.4405459602157121	0.020881325928206684	0.32505361331230875	0.21351910054377296	5.782145097443087E-5	7.061018436615912E-14	-232.64386069411572
430000	-256.7457810184826	-256.74578101848266	6.52811138479585E-14	100.80899885740311	10.953322766556015	19.491237743905874	62.23059282980281	1.2665865693039875	0.11449751372863662	0.5437075694289346	0.12506714519701642	0.2167277716454128	0.0025534529497410184	6.52811138479585E-14	-250.98303517332133
440000	-242.9413909827711	-242.94139098277117	6.061817714453293E-14	99.53608764665665	10.68384485270265	20.08691866666056	59.28928137510067	2.007202296739118	0.6957313711392765	0.06851484968291152	0.17857829049826351	0.05717548867954886	0.0011664249501022479	6.061817714453293E-14	-240.26728474589973
450000	-244.53311223261454	-244.5331122326146	6.261657858885817E-14	100.05877079835183	9.677979676818634	20.178316322660297	51.53973254407099	4.276984182181465	0.7534364999575264	0.171239804125217	0.04084028443598197	0.0344834114812751	0.0019921488292626768	6.261657858885817E-14	-241.66625110785756
460000	-238.92293033090897	-238.92293033090905	7.72715225139099E-14	100.18019888012189	10.13249050179088	19.83539495621456	44.433200519855404	2.228512758119096	0.7321346544097233	0.20650653986671325	0.026875394242288936	0.0344834114812751	6.829315944153204E-6	7.72715225139099E-14	-240.77124419802675
470000	-269.52051509949996	-269.5205150995	8.393286066166066E-14	100.28973643870788	10.238958560636632	20.753094236986826	73.31251906271672	6.649570244293939	0.02725661546216962	0.43549435583445284	0.16475804743182224	0.3724909812715559	9.155320632289384E-4	8.393286066166066E-14	-265.41553346390936
480000	-241.38270022449683	-241.38270022449692	8.659739592076096E-14	99.12101156900923	9.43646973337818	19.636136684696726	45.224493643759075	4.7790321793536155	0.14815375224015032	0.5403807965323438	0.05987160673393124	0.2515938444935752	6.466527835171465E-4	8.659739592076096E-14	-237.48225762249052
490000	-243.8019640984547	-243.80196409845482	9.992007221626242E-14	100.3333094134262	10.001905403664727	19.923695273736133	39.58458994175216	7.782969075367304	0.12560162751293702	0.21830228529071738	0.19359966243201146	0.46249642476433483	0.0013572558817694974	9.992007221626242E-14	-240.8391136932119
500000	-257.2709733271616	-257.2709733271617	1.119104808822137E-13	100.9962339998689	10.354605610477487	19.892981212505735	72.96116462311795	0.3481790508121704	0.08912920571646807	0.003465444253328287	0.15661243381420376	0.7507929162160006	0.003464373270391397	1.119104808822137E-13	-252.259418645756
510000	-255.32631000418255	-255.32631000418266	1.2390088954816492E-13	100.74961355778471	10.287811563684686	20.12068193922611	57.949604494622385	0.7832014747983755	0.04846056442375374	0.3438869425032084	0.1925309813372109	0.4151215117358278	4.503813011196481E-5	1.2390088954816492E-13	-255.40151836672197
520000	-234.1458718730794	-234.14587187307953	1.318944953254657E-13	100.15696833742719	9.766168065965918	19.623472516770686	38.30155612447703	0.41424825866083576	0.061159292957970735	0.5306370094052146	0.04973272337090101	0.3584709742659145	3.981962154246937E-4	1.318944953254657E-13	-234.18442307887665
530000	-249.19899123790623	-249.19899123790634	1.2390088954816492E-13	99.76461211895777	10.035866459124126	19.86552447824058	52.933750602948116	1.9789710272771437	0.008245644254673307	0.16907377107824445	0.36870399829640654	0.45397658637067656	1.6440224625986356E-4	1.2390088954816492E-13	-249.28711006406058
540000	-265.54404920647795	-265.54404920647806	1.1590728377086412E-13	100.00293340156684	10.092175249475721	20.20734993122974	100.62888303892872	3.116317310840331	0.02170517250962625	0.2362334411374569	0.10454210107486851	0.6375192852780491	2.3273272358912203E-4	1.1590728377086412E-13	-264.50731052838853
550000	-240.7053253867583	-240.7053253867584	1.1857181902996437E-13	98.81701238180283	9.4661758494119	20.26236896204735	48.886217403406576	6.047735897629167	0.02170517250962625	0.31413637589371923	0.2549550995029661	0.40920335209368924	5.546376456435072E-4	1.1857181902996437E-13	-235.4344221034193
560000	-215.04393103729072	-215.04393103729083	1.1723955140041423E-13	100.98529998644615	9.569593798829176	19.302680310325144	29.109197927374314	0.5282868306325832	0.02100858316348303	0.5499418603302965	0.2800045834902356	0.14904497301598568	0.0012519402965389392	1.1723955140041423E-13	-211.60390577717288
570000	-229.5272952172299	-229.52729521723	1.1723955140041423E-13	99.58108041572847	10.485340914548102	20.094642176986266	39.140545336571336	2.1255863096879084	0.4042399739682677	0.09316439774496268	0.1187361112564003	0.3838595170303701	0.0022782405483992765	1.1723955140041423E-13	-227.00235366150457
580000	-226.2985748777092	-226.2985748777093	1.1590728377086412E-13	99.86527665493236	9.448760986076284	19.450697982052358	37.26382519434869	2.182221014896062	0.12151158256407632	0.6892879821104991	0.1187361112564003	0.07046432406902503	1.2369977522322414E-4	1.1590728377086412E-13	-225.63080518459347
590000	-202.83747661839485	-202.83747661839496	1.199040866595145E-13	99.79747796066646	10.39784097247318	19.732644659288216	24.10478143921239	1.6530402066737713	0.4375072390543179	0.4557574780065198	0.036270958870138134	0.07046432406902503	1.4979063673860343E-5	1.199040866595145E-13	-204.59261399617884
600000	-209.75349327170346	-209.75349327170358	1.2456702336293996E-13	99.07345213422549	10.753301525596692	20.6927207956834	22.078600941122474	1.0287825177917211	0.09023282212503517	0.1792654023804175	0.3874420954582225	0.3430596800363257	0.0035350865751511526	1.2456702336293996E-13	-204.69858299995838
610000	-249.56345614763157	-249.5634561476317	1.392219672879914E-13	99.24960589192311	9.566296032493135	19.701519223709163	52.10727580012358	3.8437813110463863	0.1249147843072875	0.1792654023804175	0.5616544094118547	0.1341654039004412	6.477386404690611E-4	1.392219672879914E-13	-246.60005326680354
620000	-224.2881959732801	-224.2881959732802	1.258992909924901E-13	99.34662474691741	9.55952442454491	20.47176038350847	36.47086715849032	1.4399438008607177	0.06689215437941445	0.1833237094691828	0.6507131603835397	0.09907097576786396	0.0012295898091203416	1.258992909924901E-13	-221.97052928474795
630000	-234.4082121163602	-234.40821211636035	1.338928967697909E-13	100.16006058714996	10.219737065180519	20.101288560482132	49.09497665835504	3.505181414720677	0.2475430300709462	0.07754220718415525	0.28422668026919384	0.39068808247570563	0.0031571499335678378	1.338928967697909E-13	-231.29738651038252
640000	-240.81496736978247	-240.8149673697826	1.3056222769591558E-13	99.78476168202812	10.07165418166873	19.712940820469193	45.038762016163126	7.273934123285179	0.14436284305960911	0.31427224060877373	0.30808245970905446	0.23328245662256356	3.7023967084553054E-6	1.3056222769591558E-13	-241.3559922047156
650000	-263.99285885627904	-263.99285885627916	1.2057022047428958E-13	100.20685367677625	9.542243611097518	19.93249362386471	69.2636403388041	15.349458958825743	0.31820197298725716	0.048436946719162766	0.45399661471361397	0.17936446557996694	2.018302219238943E-4	1.2057022047428958E-13	-260.512155886066
660000	-239.48154543048253	-239.48154543048264	1.1657341758563916E-13	100.61893956828662	10.085210751543897	20.253424617372765	46.922364549938465	3.240567360880608	0.25220355243905934	0.41271606342555195	0.1614762700197697	0.17360411411561985	0.0020463845053167646	1.1657341758563916E-13	-236.3874422747621
670000	-241.9615998358891	-241.96159983588925	1.3722356584366622E-13	99.30444618261691	10.605464153706958	19.196755141594018	45.768632781421566	2.6422219416070605	0.32274638132096767	0.1906477951541436	0.30873002185312026	0.1778758016717694	6.036238926157945E-7	1.3722356584366622E-13	-241.99460384164502
680000	-252.82900921668062	-252.82900921668076	1.3988810110276647E-13	100.45174926809315	10.099365294193738	19.49419184689105	71.37061923207297	1.630574459837705	0.879551154462057	0.008183253475357671	0.08197621635920081	0.030289375703385468	6.024752807220595E-4	1.3988810110276647E-13	-251.1580967467665
690000	-251.78734461385537	-251.7873446138555	1.3788969965844129E-13	100.35113719274011	10.261750794480246	19.935306757142516	65.31402410665676	0.9637132660544394	0.7361709163038159	0.13971333683964693	0.09382637115315265	0.030289375703385468	1.4356691249344976E-5	1.3788969965844129E-13	-253.16191569151556
700000	-233.69947047094024	-233.69947047094035	1.2723155862204024E-13	100.33076757555186	9.884778930271263	20.811242067561096	42.02834803941211	1.9776029897204628	0.04085332097269456	0.643833450018179	0.07158258042833512	0.24373064858079213	1.1568658111076357E-5	1.2723155862204024E-13	-234.0227974699691
710000	-228.03271255941843	-228.03271255941854	1.2523315717771503E-13	99.54795981071906	9.425867039909477	20.474695354224952	34.22309261460164	4.089400508746711	0.04196912684319931	0.4227913999632122	0.5172806035782862	0.01795886961530313	0.0056768182936942115	1.2523315717771503E-13	-222.63972559033186
720000	-226.32618949138688	-226.326189491387	1.0524914273446298E-13	98.59094441948906	9.95822149285109	19.71701455406931	34.49714952303198	28.805227709975476	0.33215016401013897	0.018816059433271158	0.16536475415970492	0.4836690223968857	4.225813545716281E-5	1.0524914273446298E-13	-219.08306342159247
730000	-247.52026631482948	-247.52026631482957	9.925393840148735E-14	99.31618108584648	10.988875172575021	20.971301630383035	42.30538515261528	9.785169810925538	0.47006369236582596	0.13080792484345777	0.024980973541771825	0.37414740924894513	0.007927646095568995	9.925393840148735E-14	-235.89981545785446
740000	-249.1992709237505	-249.19927092375062	9.992007221626242E-14	100.38707014659468	9.747168444393374	21.389711125079057	45.30398502830952	10.765190609250963	0.5796980428126707	0.24430824757177688	0.03202156456876548	0.14397214504678763	0.0027798069228454018	9.992007221626242E-14	-240.45756122254602
750000	-243.56470538413814	-243.56470538413822	9.925393840148735E-14	100.88298961688997	10.904587840119978	18.963888113704776	49.52853038591839	5.219049431522843	0.2559491311490049	0.449694896167377	0.21107371561374788	0.08328225706987087	0.0019934116456326732	9.925393840148735E-14	-235.44624752150673
760000	-265.0019831213278	-265.0019831213279	1.0325074129013778E-13	100.08032923859224	9.660985499836658	21.238432015920218	71.36015791065105	1.0981483945346855	0.53429167424406	0.41569423718183723	0.047045817868326095	0.002968270705777376	0.0012895741181324525	1.0325074129013778E-13	-260.46133545096455
770000	-232.60637811827743	-232.60637811827752	9.259260025373664E-14	99.90258212214033	10.810494505157951	19.311171640663318	36.34312689999863	0.9971673891506161	0.029530641405432073	0.032155627184516145	0.935345460704275	0.002968270705777376	9.598916071447238E-4	9.259260025373664E-14	-230.10361129346626
780000	-206.42451684326232	-206.42451684326244	1.0991207943788849E-13	99.26486659628826	9.733112978566233	20.469858288961586	22.72728144225057	0.05134089807968976	0.029530641405432073	0.032155627184516145	0.36912710140322297	0.5691866300068296	4.996925800277603E-4	1.0991207943788849E-13	-203.6976193684709
790000	-254.39825874565906	-254.39825874565918	1.0391687510491286E-13	100.16442186850846	10.952840504211943	20.043860494512256	58.87401332267553	0.13102965698529284	0.2259960478155347	0.05884317104912791	0.6031799791971612	0.11198080193817694	0.0041380667565616095	1.0391687510491286E-13	-249.0943089807562
800000	-255.0936170013343	-255.09361700133442	1.0791367799356327E-13	99.20717203454679	9.944493098603465	19.515414069479437	48.58076419993638	1.9875492090580718	0.47692843447074007	0.03964866051918645	0.168813225132942	0.3146096798771322	0.0036466385050745106	1.0791367799356327E-13	-250.55438605196687
810000	-224.39548384012687	-224.39548384012699	1.0591527654923807E-13	100.27485470306875	10.486498134112782	20.363570923492876	42.45641764968869	9.0032346897315	0.39629097436540006	0.37045306457318405	0.208252839079018	0.025003121982398603	1.9405786560141053E-5	1.0591527654923807E-13	-223.1176192735037
820000	-253.08461747028963	-253.08461747028974	1.0791367799356327E-13	100.37148704858463	9.503102956578086	20.531397308631927	73.08016423685565	3.1192547313659578	0.10464830736054015	0.6509942567738707	0.10175633780220807	0.14260109806338184	3.9313226433662873E-4	1.0791367799356327E-13	-250.77002932570912
830000	-217.64943394906993	-217.64943394907007	1.2922996006636544E-13	100.055601951821	10.312194491956465	19.50049266843984	31.345117609476596	3.1192547313659578	0.0469838647604503	0.10966447021394521	0.2899151052124914	0.5534365598131139	0.0016851481918528657	1.2922996006636544E-13	-215.50144837533534
840000	-242.19323218621338	-242.1932321862135	1.2456702336293996E-13	100.45515762568304	10.269675065215168	20.48354479942764	49.05489925375559	2.492566503400678	0.08350869527880939	0.10966447021394521	0.7901434271159786	0.016683407391267613	8.975206528116843E-4	1.2456702336293996E-13	-240.11616884100448
850000	-258.30997212879026	-258.3099721287904	1.1257661469698875E-13	100.13927534305557	9.233865472699907	19.821676848082003	62.4231679158011	2.5025610526333892	0.32179725885596067	0.40853473544533164	0.07835010483179199	0.19131790086691647	0.0024848004626872263	1.1257661469698875E-13	-254.51952185394288
860000	-221.22421312108776	-221.22421312108787	1.1124434706743862E-13	99.4468149310465	10.305486918076321	19.944242028244286	39.01200519272561	2.5025610526333892	0.4034201531050298	0.40853473544533164	0.018054485891400414	0.16999062555823885	2.896048629106636E-6	1.1124434706743862E-13	-222.76442400598538
870000	-227.18551689341635	-227.18551689341646	1.1457501614131396E-13	99.54759643392681	9.882671027515967	19.932644115063187	44.71077785324426	2.996401164032624	0.26627603292090946	0.47556316412957145	0.005604746526015373	0.2525560564235045	9.487948917693359E-5	1.1457501614131396E-13	-227.00032183412205
880000	-259.42082907548286	-259.42082907548297	1.2656542480726517E-13	100.24773141298887	9.592845508717597	20.259988783105623	79.28315983494147	0.3276481947001371	0.23955260216336838	0.004607130879321006	0.5783330039603302	0.17750726299698133	2.588372291052947E-4	1.2656542480726517E-13	-258.8467257317485
890000	-224.02179171976294	-224.02179171976306	1.258992909924901E-13	100.42821730188821	10.368985515775588	20.142567468713317	37.948148040779294	0.24545387147879305	0.528319253218829	0.02254611704724288	0.2122565872511096	0.2368780424828194	7.177058158929516E-4	1.258992909924901E-13	-223.19700822301505
900000	-264.02760782100825	-264.02760782100836	1.0458300891968793E-13	100.25707594010179	9.670336939781965	19.307009549745516	74.9325255175106	5.139367705297849	0.5022849499999604	0.003182704258300084	0.39957889216304754	0.09495345357869267	0.00100143437567204	1.0458300891968793E-13	-260.3006270178291
910000	-264.70931188974055	-264.70931188974066	9.325873406851169E-14	99.70186029558971	10.62252839688806	19.611543798513704	78.39050253193008	3.3441757180156735	0.004628329171041438	0.34068784358515786	0.34275889165817236	0.311924935585629	0.007280057887547521	9.325873406851169E-14	-257.4869555024584
920000	-243.9764478669958	-243.9764478669959	9.925393840148735E-14	99.29988740852671	9.667661836937526	20.40259517558332	55.71458255839452	11.359147725822506	0.185539227425881	0.16706686339804053	0.2381853888072501	0.40920852036882904	2.4121304483411222E-4	9.925393840148735E-14	-240.02260592676765
930000	-246.7694983744439	-246.76949837444403	1.0524914273446298E-13	100.86327458065972	9.45404550768616	19.780411872953163	54.77294508929292	7.597380636279018	0.19260453342863998	0.3218406277565672	0.44587711642292904	0.03967772239186451	4.8311755964160056E-4	1.0524914273446298E-13	-242.49837935459362
940000	-251.13080785152755	-251.13080785152766	1.0924594562311341E-13	99.93075401907649	10.4051286347435	19.1712037651482	51.36219865761941	13.744614069399828	0.038945010290518486	0.1141910331416144	0.6054619170894644	0.24140203947840347	6.981868446266166E-4	1.0924594562311341E-13	-245.9997774451207
950000	-242.00677419039837	-242.0067741903985	1.025846074753627E-13	98.9571170309136	10.174498048676574	19.93266606728472	49.898670084474574	13.744614069399828	0.038945010290518486	0.08142314205485861	0.6554683500011317	0.22416349765349197	0.003100925964470917	1.025846074753627E-13	-234.6439955238875
960000	-242.3871069827431	-242.3871069827432	1.0191847366058765E-13	100.18688223643905	9.578348092910744	20.151212819308924	41.34983580161252	13.744614069399828	0.35852878690255413	0.05757410239258176	0.05349987535885235	0.5303972353460125	1.0535808171452962E-4	1.0191847366058765E-13	-239.90783518803096
