"tr_1_100.fasta" "tr_1_117.fasta" "tr_1_120.fasta" "tr_1_122.fasta" "tr_1_135.fasta" "tr_1_138.fasta" "tr_1_142.fasta" "tr_1_20.fasta" "tr_1_28.fasta" "tr_1_58.fasta" "tr_1_67.fasta" "tr_1_90.fasta" "tr_1_95.fasta" "tr_1_99.fasta" "tr_2_100.fasta" "tr_2_18.fasta" "tr_2_25.fasta" "tr_2_38.fasta" "tr_2_66.fasta" "tr_2_68.fasta" "tr_2_79.fasta" "tr_2_82.fasta" "tr_2_83.fasta" "tr_2_84.fasta" "tr_2_91.fasta" "tr_2_94.fasta" "tr_2_97.fasta" "tr_3_1.fasta" "tr_3_24.fasta" "tr_3_32.fasta" "tr_3_33.fasta" "tr_3_35.fasta" "tr_3_36.fasta" "tr_3_38.fasta" "tr_3_68.fasta" "tr_3_70.fasta" "tr_3_71.fasta" "tr_3_84.fasta" "tr_3_89.fasta" "tr_4_100.fasta" "tr_4_29.fasta" "tr_4_55.fasta" "tr_4_57.fasta" "tr_4_6.fasta" "tr_4_67.fasta" "tr_4_93.fasta" "tr_4_94.fasta" "tr_4_97.fasta" "tr_5_18.fasta" "tr_5_35.fasta"
"tr_1_67.fasta" "0.0962770224254869" "0.103545412901469" "0.0649607407206435" "0.0616329992500454" "0.0867751319604826" "0.0709722154279162" "0.102449125960401" "0.0775597686668364" "0.0738917232832521" "0.0792003588281808" "tr_1_67.fasta tr_1_67.fasta" "tr_1_67.fasta tr_1_90.fasta" "tr_1_67.fasta tr_1_95.fasta" "tr_1_67.fasta tr_1_99.fasta" "tr_1_67.fasta tr_2_100.fasta" "tr_1_67.fasta tr_2_18.fasta" "tr_1_67.fasta tr_2_25.fasta" "tr_1_67.fasta tr_2_38.fasta" "tr_1_67.fasta tr_2_66.fasta" "tr_1_67.fasta tr_2_68.fasta" "tr_1_67.fasta tr_2_79.fasta" "tr_1_67.fasta tr_2_82.fasta" "tr_1_67.fasta tr_2_83.fasta" "tr_1_67.fasta tr_2_84.fasta" "tr_1_67.fasta tr_2_91.fasta" "tr_1_67.fasta tr_2_94.fasta" "tr_1_67.fasta tr_2_97.fasta" "tr_1_67.fasta tr_3_1.fasta" "tr_1_67.fasta tr_3_24.fasta" "tr_1_67.fasta tr_3_32.fasta" "tr_1_67.fasta tr_3_33.fasta" "tr_1_67.fasta tr_3_35.fasta" "tr_1_67.fasta tr_3_36.fasta" "tr_1_67.fasta tr_3_38.fasta" "tr_1_67.fasta tr_3_68.fasta" "tr_1_67.fasta tr_3_70.fasta" "tr_1_67.fasta tr_3_71.fasta" "tr_1_67.fasta tr_3_84.fasta" "tr_1_67.fasta tr_3_89.fasta" "tr_1_67.fasta tr_4_100.fasta" "tr_1_67.fasta tr_4_29.fasta" "tr_1_67.fasta tr_4_55.fasta" "tr_1_67.fasta tr_4_57.fasta" "tr_1_67.fasta tr_4_6.fasta" "tr_1_67.fasta tr_4_67.fasta" "tr_1_67.fasta tr_4_93.fasta" "tr_1_67.fasta tr_4_94.fasta" "tr_1_67.fasta tr_4_97.fasta" "tr_1_67.fasta tr_5_18.fasta" "tr_1_67.fasta tr_5_35.fasta"
"tr_1_90.fasta" "0.0712837452628866" "0.0849333167049684" "0.0704500309468611" "0.0946234522543887" "0.0965520759463664" "0.0595285132688712" "0.0857998114916654" "0.0841730531241865" "0.0688840512519598" "0.105322702279634" "0.0872746355100895" "tr_1_90.fasta tr_1_90.fasta" "tr_1_90.fasta tr_1_95.fasta" "tr_1_90.fasta tr_1_99.fasta" "tr_1_90.fasta tr_2_100.fasta" "tr_1_90.fasta tr_2_18.fasta" "tr_1_90.fasta tr_2_25.fasta" "tr_1_90.fasta tr_2_38.fasta" "tr_1_90.fasta tr_2_66.fasta" "tr_1_90.fasta tr_2_68.fasta" "tr_1_90.fasta tr_2_79.fasta" "tr_1_90.fasta tr_2_82.fasta" "tr_1_90.fasta tr_2_83.fasta" "tr_1_90.fasta tr_2_84.fasta" "tr_1_90.fasta tr_2_91.fasta" "tr_1_90.fasta tr_2_94.fasta" "tr_1_90.fasta tr_2_97.fasta" "tr_1_90.fasta tr_3_1.fasta" "tr_1_90.fasta tr_3_24.fasta" "tr_1_90.fasta tr_3_32.fasta" "tr_1_90.fasta tr_3_33.fasta" "tr_1_90.fasta tr_3_35.fasta" "tr_1_90.fasta tr_3_36.fasta" "tr_1_90.fasta tr_3_38.fasta" "tr_1_90.fasta tr_3_68.fasta" "tr_1_90.fasta tr_3_70.fasta" "tr_1_90.fasta tr_3_71.fasta" "tr_1_90.fasta tr_3_84.fasta" "tr_1_90.fasta tr_3_89.fasta" "tr_1_90.fasta tr_4_100.fasta" "tr_1_90.fasta tr_4_29.fasta" "tr_1_90.fasta tr_4_55.fasta" "tr_1_90.fasta tr_4_57.fasta" "tr_1_90.fasta tr_4_6.fasta" "tr_1_90.fasta tr_4_67.fasta" "tr_1_90.fasta tr_4_93.fasta" "tr_1_90.fasta tr_4_94.fasta" "tr_1_90.fasta tr_4_97.fasta" "tr_1_90.fasta tr_5_18.fasta" "tr_1_90.fasta tr_5_35.fasta"
"tr_1_95.fasta" "0.102017308463192" "0.0816623473684357" "0.0980713052103529" "0.0867006285134389" "0.124779570110694" "0.0770671675223698" "0.098634864191994" "0.107619007667974" "0.0798213259747899" "0.0805140917183091" "0.103888654477329" "0.107588066082439" "tr_1_95.fasta tr_1_95.fasta" "tr_1_95.fasta tr_1_99.fasta" "tr_1_95.fasta tr_2_100.fasta" "tr_1_95.fasta tr_2_18.fasta" "tr_1_95.fasta tr_2_25.fasta" "tr_1_95.fasta tr_2_38.fasta" "tr_1_95.fasta tr_2_66.fasta" "tr_1_95.fasta tr_2_68.fasta" "tr_1_95.fasta tr_2_79.fasta" "tr_1_95.fasta tr_2_82.fasta" "tr_1_95.fasta tr_2_83.fasta" "tr_1_95.fasta tr_2_84.fasta" "tr_1_95.fasta tr_2_91.fasta" "tr_1_95.fasta tr_2_94.fasta" "tr_1_95.fasta tr_2_97.fasta" "tr_1_95.fasta tr_3_1.fasta" "tr_1_95.fasta tr_3_24.fasta" "tr_1_95.fasta tr_3_32.fasta" "tr_1_95.fasta tr_3_33.fasta" "tr_1_95.fasta tr_3_35.fasta" "tr_1_95.fasta tr_3_36.fasta" "tr_1_95.fasta tr_3_38.fasta" "tr_1_95.fasta tr_3_68.fasta" "tr_1_95.fasta tr_3_70.fasta" "tr_1_95.fasta tr_3_71.fasta" "tr_1_95.fasta tr_3_84.fasta" "tr_1_95.fasta tr_3_89.fasta" "tr_1_95.fasta tr_4_100.fasta" "tr_1_95.fasta tr_4_29.fasta" "tr_1_95.fasta tr_4_55.fasta" "tr_1_95.fasta tr_4_57.fasta" "tr_1_95.fasta tr_4_6.fasta" "tr_1_95.fasta tr_4_67.fasta" "tr_1_95.fasta tr_4_93.fasta" "tr_1_95.fasta tr_4_94.fasta" "tr_1_95.fasta tr_4_97.fasta" "tr_1_95.fasta tr_5_18.fasta" "tr_1_95.fasta tr_5_35.fasta"
"tr_1_99.fasta" "0.0580464052871157" "0.0642867642545221" "0.133422470219286" "0.124812416351113" "0.0967592856306916" "0.0706530725873876" "0.0918609006315281" "0.112776706432521" "0.0885369429177205" "0.12841082343452" "0.133944519622274" "0.0765948142637021" "0.118807205297526" "tr_1_99.fasta tr_1_99.fasta" "tr_1_99.fasta tr_2_100.fasta" "tr_1_99.fasta tr_2_18.fasta" "tr_1_99.fasta tr_2_25.fasta" "tr_1_99.fasta tr_2_38.fasta" "tr_1_99.fasta tr_2_66.fasta" "tr_1_99.fasta tr_2_68.fasta" "tr_1_99.fasta tr_2_79.fasta" "tr_1_99.fasta tr_2_82.fasta" "tr_1_99.fasta tr_2_83.fasta" "tr_1_99.fasta tr_2_84.fasta" "tr_1_99.fasta tr_2_91.fasta" "tr_1_99.fasta tr_2_94.fasta" "tr_1_99.fasta tr_2_97.fasta" "tr_1_99.fasta tr_3_1.fasta" "tr_1_99.fasta tr_3_24.fasta" "tr_1_99.fasta tr_3_32.fasta" "tr_1_99.fasta tr_3_33.fasta" "tr_1_99.fasta tr_3_35.fasta" "tr_1_99.fasta tr_3_36.fasta" "tr_1_99.fasta tr_3_38.fasta" "tr_1_99.fasta tr_3_68.fasta" "tr_1_99.fasta tr_3_70.fasta" "tr_1_99.fasta tr_3_71.fasta" "tr_1_99.fasta tr_3_84.fasta" "tr_1_99.fasta tr_3_89.fasta" "tr_1_99.fasta tr_4_100.fasta" "tr_1_99.fasta tr_4_29.fasta" "tr_1_99.fasta tr_4_55.fasta" "tr_1_99.fasta tr_4_57.fasta" "tr_1_99.fasta tr_4_6.fasta" "tr_1_99.fasta tr_4_67.fasta" "tr_1_99.fasta tr_4_93.fasta" "tr_1_99.fasta tr_4_94.fasta" "tr_1_99.fasta tr_4_97.fasta" "tr_1_99.fasta tr_5_18.fasta" "tr_1_99.fasta tr_5_35.fasta"
"tr_2_100.fasta" "0.240813414352836" "0.253179327036372" "0.203159432904251" "0.22729336092459" "0.234265398274812" "0.245993643378639" "0.209760563948383" "0.260533465403839" "0.224460991244931" "0.210975655106035" "0.226197264641716" "0.218705709658105" "0.265445117801088" "0.305879435945715" "tr_2_100.fasta tr_2_100.fasta" "tr_2_100.fasta tr_2_18.fasta" "tr_2_100.fasta tr_2_25.fasta" "tr_2_100.fasta tr_2_38.fasta" "tr_2_100.fasta tr_2_66.fasta" "tr_2_100.fasta tr_2_68.fasta" "tr_2_100.fasta tr_2_79.fasta" "tr_2_100.fasta tr_2_82.fasta" "tr_2_100.fasta tr_2_83.fasta" "tr_2_100.fasta tr_2_84.fasta" "tr_2_100.fasta tr_2_91.fasta" "tr_2_100.fasta tr_2_94.fasta" "tr_2_100.fasta tr_2_97.fasta" "tr_2_100.fasta tr_3_1.fasta" "tr_2_100.fasta tr_3_24.fasta" "tr_2_100.fasta tr_3_32.fasta" "tr_2_100.fasta tr_3_33.fasta" "tr_2_100.fasta tr_3_35.fasta" "tr_2_100.fasta tr_3_36.fasta" "tr_2_100.fasta tr_3_38.fasta" "tr_2_100.fasta tr_3_68.fasta" "tr_2_100.fasta tr_3_70.fasta" "tr_2_100.fasta tr_3_71.fasta" "tr_2_100.fasta tr_3_84.fasta" "tr_2_100.fasta tr_3_89.fasta" "tr_2_100.fasta tr_4_100.fasta" "tr_2_100.fasta tr_4_29.fasta" "tr_2_100.fasta tr_4_55.fasta" "tr_2_100.fasta tr_4_57.fasta" "tr_2_100.fasta tr_4_6.fasta" "tr_2_100.fasta tr_4_67.fasta" "tr_2_100.fasta tr_4_93.fasta" "tr_2_100.fasta tr_4_94.fasta" "tr_2_100.fasta tr_4_97.fasta" "tr_2_100.fasta tr_5_18.fasta" "tr_2_100.fasta tr_5_35.fasta"
"tr_2_18.fasta" "0.314840550422842" "0.284922791809162" "0.304417525135953" "0.326417079587987" "0.302442265064352" "0.314344468247807" "0.27359187301451" "0.368838294742106" "0.309970256081132" "0.292299594239397" "0.338919324147789" "0.292535614502087" "0.312167660886057" "0.319017460004963" "0.161293715780447" "tr_2_18.fasta tr_2_18.fasta" "tr_2_18.fasta tr_2_25.fasta" "tr_2_18.fasta tr_2_38.fasta" "tr_2_18.fasta tr_2_66.fasta" "tr_2_18.fasta tr_2_68.fasta" "tr_2_18.fasta tr_2_79.fasta" "tr_2_18.fasta tr_2_82.fasta" "tr_2_18.fasta tr_2_83.fasta" "tr_2_18.fasta tr_2_84.fasta" "tr_2_18.fasta tr_2_91.fasta" "tr_2_18.fasta tr_2_94.fasta" "tr_2_18.fasta tr_2_97.fasta" "tr_2_18.fasta tr_3_1.fasta" "tr_2_18.fasta tr_3_24.fasta" "tr_2_18.fasta tr_3_32.fasta" "tr_2_18.fasta tr_3_33.fasta" "tr_2_18.fasta tr_3_35.fasta" "tr_2_18.fasta tr_3_36.fasta" "tr_2_18.fasta tr_3_38.fasta" "tr_2_18.fasta tr_3_68.fasta" "tr_2_18.fasta tr_3_70.fasta" "tr_2_18.fasta tr_3_71.fasta" "tr_2_18.fasta tr_3_84.fasta" "tr_2_18.fasta tr_3_89.fasta" "tr_2_18.fasta tr_4_100.fasta" "tr_2_18.fasta tr_4_29.fasta" "tr_2_18.fasta tr_4_55.fasta" "tr_2_18.fasta tr_4_57.fasta" "tr_2_18.fasta tr_4_6.fasta" "tr_2_18.fasta tr_4_67.fasta" "tr_2_18.fasta tr_4_93.fasta" "tr_2_18.fasta tr_4_94.fasta" "tr_2_18.fasta tr_4_97.fasta" "tr_2_18.fasta tr_5_18.fasta" "tr_2_18.fasta tr_5_35.fasta"
"tr_2_25.fasta" "0.254739730154646" "0.265489742010757" "0.247219034564164" "0.263110098729269" "0.249248255069067" "0.262138630467517" "0.221743312083526" "0.300464464860869" "0.256143515814797" "0.234282700144205" "0.264256989777326" "0.232351536318698" "0.27703015948047" "0.305212685792475" "0.0761711335545028" "0.108784251229324" "tr_2_25.fasta tr_2_25.fasta" "tr_2_25.fasta tr_2_38.fasta" "tr_2_25.fasta tr_2_66.fasta" "tr_2_25.fasta tr_2_68.fasta" "tr_2_25.fasta tr_2_79.fasta" "tr_2_25.fasta tr_2_82.fasta" "tr_2_25.fasta tr_2_83.fasta" "tr_2_25.fasta tr_2_84.fasta" "tr_2_25.fasta tr_2_91.fasta" "tr_2_25.fasta tr_2_94.fasta" "tr_2_25.fasta tr_2_97.fasta" "tr_2_25.fasta tr_3_1.fasta" "tr_2_25.fasta tr_3_24.fasta" "tr_2_25.fasta tr_3_32.fasta" "tr_2_25.fasta tr_3_33.fasta" "tr_2_25.fasta tr_3_35.fasta" "tr_2_25.fasta tr_3_36.fasta" "tr_2_25.fasta tr_3_38.fasta" "tr_2_25.fasta tr_3_68.fasta" "tr_2_25.fasta tr_3_70.fasta" "tr_2_25.fasta tr_3_71.fasta" "tr_2_25.fasta tr_3_84.fasta" "tr_2_25.fasta tr_3_89.fasta" "tr_2_25.fasta tr_4_100.fasta" "tr_2_25.fasta tr_4_29.fasta" "tr_2_25.fasta tr_4_55.fasta" "tr_2_25.fasta tr_4_57.fasta" "tr_2_25.fasta tr_4_6.fasta" "tr_2_25.fasta tr_4_67.fasta" "tr_2_25.fasta tr_4_93.fasta" "tr_2_25.fasta tr_4_94.fasta" "tr_2_25.fasta tr_4_97.fasta" "tr_2_25.fasta tr_5_18.fasta" "tr_2_25.fasta tr_5_35.fasta"
"tr_2_38.fasta" "0.230955842400262" "0.231666186554593" "0.206251338500737" "0.219594432486683" "0.217697747307264" "0.228540805324172" "0.191487104701209" "0.253087185875036" "0.223568084173931" "0.203748999922551" "0.219920236765795" "0.201020712852818" "0.240048468053609" "0.272489319784241" "0.0581213685896078" "0.115383043923345" "0.0613125368134557" "tr_2_38.fasta tr_2_38.fasta" "tr_2_38.fasta tr_2_66.fasta" "tr_2_38.fasta tr_2_68.fasta" "tr_2_38.fasta tr_2_79.fasta" "tr_2_38.fasta tr_2_82.fasta" "tr_2_38.fasta tr_2_83.fasta" "tr_2_38.fasta tr_2_84.fasta" "tr_2_38.fasta tr_2_91.fasta" "tr_2_38.fasta tr_2_94.fasta" "tr_2_38.fasta tr_2_97.fasta" "tr_2_38.fasta tr_3_1.fasta" "tr_2_38.fasta tr_3_24.fasta" "tr_2_38.fasta tr_3_32.fasta" "tr_2_38.fasta tr_3_33.fasta" "tr_2_38.fasta tr_3_35.fasta" "tr_2_38.fasta tr_3_36.fasta" "tr_2_38.fasta tr_3_38.fasta" "tr_2_38.fasta tr_3_68.fasta" "tr_2_38.fasta tr_3_70.fasta" "tr_2_38.fasta tr_3_71.fasta" "tr_2_38.fasta tr_3_84.fasta" "tr_2_38.fasta tr_3_89.fasta" "tr_2_38.fasta tr_4_100.fasta" "tr_2_38.fasta tr_4_29.fasta" "tr_2_38.fasta tr_4_55.fasta" "tr_2_38.fasta tr_4_57.fasta" "tr_2_38.fasta tr_4_6.fasta" "tr_2_38.fasta tr_4_67.fasta" "tr_2_38.fasta tr_4_93.fasta" "tr_2_38.fasta tr_4_94.fasta" "tr_2_38.fasta tr_4_97.fasta" "tr_2_38.fasta tr_5_18.fasta" "tr_2_38.fasta tr_5_35.fasta"
"tr_2_66.fasta" "0.222040319327974" "0.216740912667022" "0.214926229718954" "0.247101000975907" "0.224488725968985" "0.226267870422409" "0.199646725645214" "0.274680081314194" "0.227169928418624" "0.213942077066346" "0.2301156529278" "0.196402155832208" "0.250567561402726" "0.256701564103578" "0.104674531978348" "0.0992445994605474" "0.0905022044114809" "0.0728493516412951" "tr_2_66.fasta tr_2_66.fasta" "tr_2_66.fasta tr_2_68.fasta" "tr_2_66.fasta tr_2_79.fasta" "tr_2_66.fasta tr_2_82.fasta" "tr_2_66.fasta tr_2_83.fasta" "tr_2_66.fasta tr_2_84.fasta" "tr_2_66.fasta tr_2_91.fasta" "tr_2_66.fasta tr_2_94.fasta" "tr_2_66.fasta tr_2_97.fasta" "tr_2_66.fasta tr_3_1.fasta" "tr_2_66.fasta tr_3_24.fasta" "tr_2_66.fasta tr_3_32.fasta" "tr_2_66.fasta tr_3_33.fasta" "tr_2_66.fasta tr_3_35.fasta" "tr_2_66.fasta tr_3_36.fasta" "tr_2_66.fasta tr_3_38.fasta" "tr_2_66.fasta tr_3_68.fasta" "tr_2_66.fasta tr_3_70.fasta" "tr_2_66.fasta tr_3_71.fasta" "tr_2_66.fasta tr_3_84.fasta" "tr_2_66.fasta tr_3_89.fasta" "tr_2_66.fasta tr_4_100.fasta" "tr_2_66.fasta tr_4_29.fasta" "tr_2_66.fasta tr_4_55.fasta" "tr_2_66.fasta tr_4_57.fasta" "tr_2_66.fasta tr_4_6.fasta" "tr_2_66.fasta tr_4_67.fasta" "tr_2_66.fasta tr_4_93.fasta" "tr_2_66.fasta tr_4_94.fasta" "tr_2_66.fasta tr_4_97.fasta" "tr_2_66.fasta tr_5_18.fasta" "tr_2_66.fasta tr_5_35.fasta"
"tr_2_68.fasta" "0.266759029509132" "0.269107407583172" "0.252025258479668" "0.281053509201438" "0.267935456103215" "0.275013863331553" "0.242781927369572" "0.317384528328317" "0.263289962609435" "0.254748001911783" "0.286448375407004" "0.256062233915146" "0.299621234925752" "0.315929938912397" "0.1000792368508" "0.130146573067469" "0.0656319145914814" "0.0834053572947919" "0.105460050761046" "tr_2_68.fasta tr_2_68.fasta" "tr_2_68.fasta tr_2_79.fasta" "tr_2_68.fasta tr_2_82.fasta" "tr_2_68.fasta tr_2_83.fasta" "tr_2_68.fasta tr_2_84.fasta" "tr_2_68.fasta tr_2_91.fasta" "tr_2_68.fasta tr_2_94.fasta" "tr_2_68.fasta tr_2_97.fasta" "tr_2_68.fasta tr_3_1.fasta" "tr_2_68.fasta tr_3_24.fasta" "tr_2_68.fasta tr_3_32.fasta" "tr_2_68.fasta tr_3_33.fasta" "tr_2_68.fasta tr_3_35.fasta" "tr_2_68.fasta tr_3_36.fasta" "tr_2_68.fasta tr_3_38.fasta" "tr_2_68.fasta tr_3_68.fasta" "tr_2_68.fasta tr_3_70.fasta" "tr_2_68.fasta tr_3_71.fasta" "tr_2_68.fasta tr_3_84.fasta" "tr_2_68.fasta tr_3_89.fasta" "tr_2_68.fasta tr_4_100.fasta" "tr_2_68.fasta tr_4_29.fasta" "tr_2_68.fasta tr_4_55.fasta" "tr_2_68.fasta tr_4_57.fasta" "tr_2_68.fasta tr_4_6.fasta" "tr_2_68.fasta tr_4_67.fasta" "tr_2_68.fasta tr_4_93.fasta" "tr_2_68.fasta tr_4_94.fasta" "tr_2_68.fasta tr_4_97.fasta" "tr_2_68.fasta tr_5_18.fasta" "tr_2_68.fasta tr_5_35.fasta"
"tr_2_79.fasta" "0.259496859772637" "0.251730360640684" "0.234605210148257" "0.244884907385375" "0.244545700659143" "0.258965225681398" "0.234919269728568" "0.265289316365349" "0.251406734903152" "0.232030296342303" "0.246371154993605" "0.237244906621529" "0.254903339635387" "0.305754021324949" "0.0988019784795212" "0.0993220459694805" "0.0561141140083207" "0.0586191967538134" "0.093394398669456" "0.0790127501510494" "tr_2_79.fasta tr_2_79.fasta" "tr_2_79.fasta tr_2_82.fasta" "tr_2_79.fasta tr_2_83.fasta" "tr_2_79.fasta tr_2_84.fasta" "tr_2_79.fasta tr_2_91.fasta" "tr_2_79.fasta tr_2_94.fasta" "tr_2_79.fasta tr_2_97.fasta" "tr_2_79.fasta tr_3_1.fasta" "tr_2_79.fasta tr_3_24.fasta" "tr_2_79.fasta tr_3_32.fasta" "tr_2_79.fasta tr_3_33.fasta" "tr_2_79.fasta tr_3_35.fasta" "tr_2_79.fasta tr_3_36.fasta" "tr_2_79.fasta tr_3_38.fasta" "tr_2_79.fasta tr_3_68.fasta" "tr_2_79.fasta tr_3_70.fasta" "tr_2_79.fasta tr_3_71.fasta" "tr_2_79.fasta tr_3_84.fasta" "tr_2_79.fasta tr_3_89.fasta" "tr_2_79.fasta tr_4_100.fasta" "tr_2_79.fasta tr_4_29.fasta" "tr_2_79.fasta tr_4_55.fasta" "tr_2_79.fasta tr_4_57.fasta" "tr_2_79.fasta tr_4_6.fasta" "tr_2_79.fasta tr_4_67.fasta" "tr_2_79.fasta tr_4_93.fasta" "tr_2_79.fasta tr_4_94.fasta" "tr_2_79.fasta tr_4_97.fasta" "tr_2_79.fasta tr_5_18.fasta" "tr_2_79.fasta tr_5_35.fasta"
"tr_2_82.fasta" "0.222420426714675" "0.209356113538443" "0.202548840505535" "0.255568979873009" "0.236298986474081" "0.243742845391111" "0.212543331591601" "0.297360573784751" "0.220159059859372" "0.219941596870585" "0.251137925161348" "0.196119074858059" "0.260660272627451" "0.266949962005567" "0.0919278274896977" "0.0914361581406025" "0.0694226175961214" "0.0675947686586435" "0.0565978850841104" "0.0859073735993204" "0.0790370976033782" "tr_2_82.fasta tr_2_82.fasta" "tr_2_82.fasta tr_2_83.fasta" "tr_2_82.fasta tr_2_84.fasta" "tr_2_82.fasta tr_2_91.fasta" "tr_2_82.fasta tr_2_94.fasta" "tr_2_82.fasta tr_2_97.fasta" "tr_2_82.fasta tr_3_1.fasta" "tr_2_82.fasta tr_3_24.fasta" "tr_2_82.fasta tr_3_32.fasta" "tr_2_82.fasta tr_3_33.fasta" "tr_2_82.fasta tr_3_35.fasta" "tr_2_82.fasta tr_3_36.fasta" "tr_2_82.fasta tr_3_38.fasta" "tr_2_82.fasta tr_3_68.fasta" "tr_2_82.fasta tr_3_70.fasta" "tr_2_82.fasta tr_3_71.fasta" "tr_2_82.fasta tr_3_84.fasta" "tr_2_82.fasta tr_3_89.fasta" "tr_2_82.fasta tr_4_100.fasta" "tr_2_82.fasta tr_4_29.fasta" "tr_2_82.fasta tr_4_55.fasta" "tr_2_82.fasta tr_4_57.fasta" "tr_2_82.fasta tr_4_6.fasta" "tr_2_82.fasta tr_4_67.fasta" "tr_2_82.fasta tr_4_93.fasta" "tr_2_82.fasta tr_4_94.fasta" "tr_2_82.fasta tr_4_97.fasta" "tr_2_82.fasta tr_5_18.fasta" "tr_2_82.fasta tr_5_35.fasta"
"tr_2_83.fasta" "0.254129341608337" "0.240979584990487" "0.24196916621897" "0.248272107607342" "0.246018490240125" "0.251065196735024" "0.249102164784204" "0.332608730697926" "0.252229430145528" "0.265321422991015" "0.251165949779716" "0.235231025298295" "0.296633357915304" "0.301647859537013" "0.119379448387746" "0.0874741126946307" "0.078730348835986" "0.0830396674614404" "0.0836161325633565" "0.0614639187408365" "0.0657835719906239" "0.0664588281022234" "tr_2_83.fasta tr_2_83.fasta" "tr_2_83.fasta tr_2_84.fasta" "tr_2_83.fasta tr_2_91.fasta" "tr_2_83.fasta tr_2_94.fasta" "tr_2_83.fasta tr_2_97.fasta" "tr_2_83.fasta tr_3_1.fasta" "tr_2_83.fasta tr_3_24.fasta" "tr_2_83.fasta tr_3_32.fasta" "tr_2_83.fasta tr_3_33.fasta" "tr_2_83.fasta tr_3_35.fasta" "tr_2_83.fasta tr_3_36.fasta" "tr_2_83.fasta tr_3_38.fasta" "tr_2_83.fasta tr_3_68.fasta" "tr_2_83.fasta tr_3_70.fasta" "tr_2_83.fasta tr_3_71.fasta" "tr_2_83.fasta tr_3_84.fasta" "tr_2_83.fasta tr_3_89.fasta" "tr_2_83.fasta tr_4_100.fasta" "tr_2_83.fasta tr_4_29.fasta" "tr_2_83.fasta tr_4_55.fasta" "tr_2_83.fasta tr_4_57.fasta" "tr_2_83.fasta tr_4_6.fasta" "tr_2_83.fasta tr_4_67.fasta" "tr_2_83.fasta tr_4_93.fasta" "tr_2_83.fasta tr_4_94.fasta" "tr_2_83.fasta tr_4_97.fasta" "tr_2_83.fasta tr_5_18.fasta" "tr_2_83.fasta tr_5_35.fasta"
"tr_2_84.fasta" "0.258269473115469" "0.263742219301516" "0.220985577385053" "0.229098003440436" "0.24433614329308" "0.256642861126831" "0.217206826192705" "0.267247397434051" "0.238675309090028" "0.22675361470619" "0.230120520307251" "0.238323208023596" "0.267956810811794" "0.308801967742518" "0.065003406653911" "0.135681765252281" "0.0753509415575444" "0.0543747574135431" "0.0889966623282019" "0.0874144030400953" "0.0759243176367989" "0.0923754246994208" "0.0931621893016501" "tr_2_84.fasta tr_2_84.fasta" "tr_2_84.fasta tr_2_91.fasta" "tr_2_84.fasta tr_2_94.fasta" "tr_2_84.fasta tr_2_97.fasta" "tr_2_84.fasta tr_3_1.fasta" "tr_2_84.fasta tr_3_24.fasta" "tr_2_84.fasta tr_3_32.fasta" "tr_2_84.fasta tr_3_33.fasta" "tr_2_84.fasta tr_3_35.fasta" "tr_2_84.fasta tr_3_36.fasta" "tr_2_84.fasta tr_3_38.fasta" "tr_2_84.fasta tr_3_68.fasta" "tr_2_84.fasta tr_3_70.fasta" "tr_2_84.fasta tr_3_71.fasta" "tr_2_84.fasta tr_3_84.fasta" "tr_2_84.fasta tr_3_89.fasta" "tr_2_84.fasta tr_4_100.fasta" "tr_2_84.fasta tr_4_29.fasta" "tr_2_84.fasta tr_4_55.fasta" "tr_2_84.fasta tr_4_57.fasta" "tr_2_84.fasta tr_4_6.fasta" "tr_2_84.fasta tr_4_67.fasta" "tr_2_84.fasta tr_4_93.fasta" "tr_2_84.fasta tr_4_94.fasta" "tr_2_84.fasta tr_4_97.fasta" "tr_2_84.fasta tr_5_18.fasta" "tr_2_84.fasta tr_5_35.fasta"
