"V1" "V2"
"tr_1_pm_3_5.fasta" "805"
"tr_1_pm_3_6.fasta" "810"
"tr_1_pm_3_7.fasta" "818"
"tr_1_pm_3_8.fasta" "801"
"tr_1_pm_3_9.fasta" "807"
"tr_1_pm_3_10.fasta" "821"
"tr_1_pm_3_11.fasta" "775"
"tr_1_pm_3_12.fasta" "814"
"tr_1_pm_3_13.fasta" "794"
"tr_1_pm_3_14.fasta" "795"
"tr_1_pm_3_15.fasta" "813"
"tr_1_pm_3_16.fasta" "808"
"tr_1_pm_3_17.fasta" "822"
"tr_1_pm_3_18.fasta" "788"
"tr_1_pm_3_19.fasta" "774"
"tr_1_pm_3_20.fasta" "786"
"tr_1_pm_3_21.fasta" "794"
"tr_1_pm_3_22.fasta" "801"
"tr_1_pm_3_23.fasta" "792"
"tr_1_pm_3_24.fasta" "810"
"tr_1_pm_3_25.fasta" "808"
"tr_1_pm_3_26.fasta" "793"
"tr_1_pm_3_27.fasta" "794"
"tr_1_pm_3_28.fasta" "796"
"tr_1_pm_3_29.fasta" "802"
"tr_1_pm_3_30.fasta" "806"
"tr_2_pm_1_1.fasta" "431"
"tr_2_pm_1_2.fasta" "436"
"tr_2_pm_1_3.fasta" "428"
"tr_2_pm_1_4.fasta" "441"
"tr_2_pm_1_5.fasta" "392"
"tr_2_pm_1_6.fasta" "410"
"tr_2_pm_1_7.fasta" "419"
"tr_2_pm_1_8.fasta" "433"
"tr_2_pm_1_9.fasta" "387"
"tr_2_pm_1_10.fasta" "419"
"tr_2_pm_1_11.fasta" "448"
"tr_2_pm_1_12.fasta" "440"
"tr_2_pm_1_13.fasta" "417"
"tr_2_pm_1_14.fasta" "449"
"tr_2_pm_1_15.fasta" "424"
"tr_2_pm_1_16.fasta" "436"
"tr_2_pm_1_17.fasta" "412"
"tr_2_pm_1_18.fasta" "416"
"tr_2_pm_1_19.fasta" "409"
"tr_2_pm_1_20.fasta" "417"
"tr_2_pm_1_21.fasta" "408"
"tr_2_pm_1_22.fasta" "394"
"tr_2_pm_1_23.fasta" "436"
"tr_2_pm_1_24.fasta" "436"
"tr_2_pm_1_25.fasta" "444"
"tr_2_pm_1_26.fasta" "413"
"tr_2_pm_1_27.fasta" "431"
"tr_2_pm_1_28.fasta" "438"
"tr_2_pm_1_29.fasta" "420"
"tr_2_pm_1_30.fasta" "456"
"tr_2_pm_1_31.fasta" "424"
"tr_2_pm_1_32.fasta" "438"
"tr_2_pm_1_33.fasta" "429"
"tr_2_pm_1_34.fasta" "433"
"tr_2_pm_1_35.fasta" "435"
"tr_2_pm_1_36.fasta" "437"
"tr_2_pm_1_37.fasta" "407"
"tr_2_pm_1_38.fasta" "452"
"tr_2_pm_1_39.fasta" "411"
"tr_2_pm_1_40.fasta" "417"
"tr_2_pm_2_1.fasta" "397"
"tr_2_pm_2_2.fasta" "418"
"tr_2_pm_2_3.fasta" "425"
"tr_2_pm_2_4.fasta" "425"
"tr_2_pm_2_5.fasta" "395"
"tr_2_pm_2_6.fasta" "417"
"tr_2_pm_2_7.fasta" "422"
"tr_2_pm_2_8.fasta" "396"
"tr_2_pm_2_9.fasta" "410"
"tr_2_pm_2_10.fasta" "384"
"tr_2_pm_2_11.fasta" "417"
"tr_2_pm_2_12.fasta" "449"
"tr_2_pm_2_13.fasta" "440"
"tr_2_pm_2_14.fasta" "427"
"tr_2_pm_2_15.fasta" "420"
"tr_2_pm_2_16.fasta" "424"
"tr_2_pm_2_17.fasta" "393"
"tr_2_pm_2_18.fasta" "411"
"tr_2_pm_2_19.fasta" "446"
"tr_2_pm_2_20.fasta" "437"
"tr_2_pm_2_21.fasta" "441"
"tr_2_pm_2_22.fasta" "434"
"tr_2_pm_2_23.fasta" "422"
"tr_2_pm_2_24.fasta" "412"
"tr_2_pm_2_25.fasta" "421"
"tr_2_pm_2_26.fasta" "445"
"tr_2_pm_2_27.fasta" "409"
"tr_2_pm_2_28.fasta" "417"
"tr_2_pm_2_29.fasta" "393"
"tr_2_pm_2_30.fasta" "411"
"tr_2_pm_3_1.fasta" "700"
"tr_2_pm_3_2.fasta" "704"
"tr_2_pm_3_3.fasta" "675"
"tr_2_pm_3_4.fasta" "692"
"tr_2_pm_3_5.fasta" "698"
"tr_2_pm_3_6.fasta" "665"
"tr_2_pm_3_7.fasta" "668"
"tr_2_pm_3_8.fasta" "670"
"tr_2_pm_3_9.fasta" "667"
"tr_2_pm_3_10.fasta" "703"
"tr_2_pm_3_11.fasta" "683"
"tr_2_pm_3_12.fasta" "682"
"tr_2_pm_3_13.fasta" "688"
"tr_2_pm_3_14.fasta" "699"
"tr_2_pm_3_15.fasta" "685"
"tr_2_pm_3_16.fasta" "690"
"tr_2_pm_3_17.fasta" "690"
"tr_2_pm_3_18.fasta" "656"
"tr_2_pm_3_19.fasta" "706"
"tr_2_pm_3_20.fasta" "676"
"tr_2_pm_3_21.fasta" "687"
"tr_2_pm_3_22.fasta" "681"
"tr_2_pm_3_23.fasta" "673"
"tr_2_pm_3_24.fasta" "662"
"tr_2_pm_3_25.fasta" "692"
"tr_2_pm_3_26.fasta" "669"
"tr_2_pm_3_27.fasta" "670"
"tr_2_pm_3_28.fasta" "726"
"tr_2_pm_3_29.fasta" "685"
"tr_2_pm_3_30.fasta" "684"
"tr_5_pm_1_1.fasta" "627"
"tr_5_pm_1_2.fasta" "620"
"tr_5_pm_1_3.fasta" "595"
"tr_5_pm_1_4.fasta" "606"
"tr_5_pm_1_5.fasta" "600"
"tr_5_pm_1_6.fasta" "616"
"tr_5_pm_1_7.fasta" "595"
"tr_5_pm_1_8.fasta" "598"
"tr_5_pm_1_9.fasta" "606"
"tr_5_pm_1_10.fasta" "607"
"tr_5_pm_1_11.fasta" "597"
"tr_5_pm_1_12.fasta" "573"
"tr_5_pm_1_13.fasta" "602"
"tr_5_pm_1_14.fasta" "606"
"tr_5_pm_1_15.fasta" "590"
"tr_5_pm_1_16.fasta" "613"
"tr_5_pm_1_17.fasta" "613"
"tr_5_pm_1_18.fasta" "620"
"tr_5_pm_1_19.fasta" "619"
"tr_5_pm_1_20.fasta" "625"
"tr_5_pm_1_21.fasta" "610"
"tr_5_pm_1_22.fasta" "599"
"tr_5_pm_1_23.fasta" "610"
"tr_5_pm_1_24.fasta" "620"
"tr_5_pm_1_25.fasta" "655"
"tr_5_pm_1_26.fasta" "596"
"tr_5_pm_1_27.fasta" "610"
"tr_5_pm_1_28.fasta" "600"
"tr_5_pm_1_29.fasta" "582"
"tr_5_pm_1_30.fasta" "602"
"tr_5_pm_1_31.fasta" "611"
"tr_5_pm_1_32.fasta" "627"
"tr_5_pm_1_33.fasta" "599"
"tr_5_pm_1_34.fasta" "641"
"tr_5_pm_1_35.fasta" "606"
"tr_5_pm_1_36.fasta" "597"
"tr_5_pm_1_37.fasta" "581"
"tr_5_pm_1_38.fasta" "628"
"tr_5_pm_1_39.fasta" "607"
"tr_5_pm_1_40.fasta" "601"
"tr_5_pm_2_1.fasta" "855"
"tr_5_pm_2_2.fasta" "817"
"tr_5_pm_2_3.fasta" "831"
"tr_5_pm_2_4.fasta" "818"
"tr_5_pm_2_5.fasta" "822"
"tr_5_pm_2_6.fasta" "841"
"tr_5_pm_2_7.fasta" "843"
"tr_5_pm_2_8.fasta" "847"
"tr_5_pm_2_9.fasta" "830"
"tr_5_pm_2_10.fasta" "832"
"tr_5_pm_2_11.fasta" "839"
"tr_5_pm_2_12.fasta" "828"
"tr_5_pm_2_13.fasta" "814"
"tr_5_pm_2_14.fasta" "835"
"tr_5_pm_2_15.fasta" "828"
"tr_5_pm_2_16.fasta" "824"
"tr_5_pm_2_17.fasta" "823"
"tr_5_pm_2_18.fasta" "816"
"tr_5_pm_2_19.fasta" "816"
"tr_5_pm_2_20.fasta" "845"
"tr_5_pm_2_21.fasta" "846"
"tr_5_pm_2_22.fasta" "825"
"tr_5_pm_2_23.fasta" "822"
"tr_5_pm_2_24.fasta" "838"
"tr_5_pm_2_25.fasta" "838"
"tr_5_pm_2_26.fasta" "832"
"tr_5_pm_2_27.fasta" "845"
"tr_5_pm_2_28.fasta" "821"
"tr_5_pm_2_29.fasta" "809"
"tr_5_pm_2_30.fasta" "825"
"tr_5_pm_3_1.fasta" "931"
"tr_5_pm_3_2.fasta" "934"
"tr_5_pm_3_3.fasta" "929"
"tr_5_pm_3_4.fasta" "929"
"tr_5_pm_3_5.fasta" "929"
"tr_5_pm_3_6.fasta" "925"
"tr_5_pm_3_7.fasta" "920"
"tr_5_pm_3_8.fasta" "934"
"tr_5_pm_3_9.fasta" "917"
"tr_5_pm_3_10.fasta" "939"
"tr_5_pm_3_11.fasta" "932"
"tr_5_pm_3_12.fasta" "940"
"tr_5_pm_3_13.fasta" "945"
"tr_5_pm_3_14.fasta" "921"
"tr_5_pm_3_15.fasta" "930"
"tr_5_pm_3_16.fasta" "935"
"tr_5_pm_3_17.fasta" "930"
"tr_5_pm_3_18.fasta" "939"
"tr_5_pm_3_19.fasta" "927"
"tr_5_pm_3_20.fasta" "937"
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
NA NA
