"tr_5_1.fasta" "tr_5_10.fasta" "tr_5_11.fasta" "tr_5_12.fasta" "tr_5_13.fasta" "tr_5_14.fasta" "tr_5_15.fasta" "tr_5_16.fasta" "tr_5_17.fasta" "tr_5_18.fasta" "tr_5_19.fasta" "tr_5_2.fasta" "tr_5_20.fasta" "tr_5_21.fasta" "tr_5_22.fasta" "tr_5_23.fasta" "tr_5_24.fasta" "tr_5_25.fasta" "tr_5_26.fasta" "tr_5_27.fasta" "tr_5_28.fasta" "tr_5_29.fasta" "tr_5_3.fasta" "tr_5_30.fasta" "tr_5_31.fasta" "tr_5_32.fasta" "tr_5_33.fasta" "tr_5_34.fasta" "tr_5_35.fasta" "tr_5_36.fasta" "tr_5_37.fasta" "tr_5_38.fasta" "tr_5_39.fasta" "tr_5_4.fasta" "tr_5_40.fasta" "tr_5_41.fasta" "tr_5_42.fasta" "tr_5_43.fasta" "tr_5_44.fasta" "tr_5_45.fasta" "tr_5_46.fasta" "tr_5_47.fasta" "tr_5_48.fasta" "tr_5_49.fasta" "tr_5_5.fasta" "tr_5_50.fasta" "tr_5_6.fasta" "tr_5_7.fasta" "tr_5_8.fasta" "tr_5_9.fasta"
"tr_5_31.fasta" "0.0456237851392585" "0.0579218857177408" "0.0441612732159657" "0.0315608211392445" "0.0580847132886125" "0.0460637673339722" "0.0542219212630012" "0.0458683894304156" "0.0530374326479797" "0.0423452155618626" "0.0515856885112382" "0.0418113229624322" "0.0375688041363771" "0.0464015863814699" "0.0477330893107289" "0.0648889761091433" "0.0510016047070197" "0.0523555168244361" "0.0437584445645806" "0.0371081063889887" "0.0426038871515031" "0.0364176951953742" "0.0249290451859111" "0.0521228393619505" "tr_5_31.fasta tr_5_31.fasta" "tr_5_31.fasta tr_5_32.fasta" "tr_5_31.fasta tr_5_33.fasta" "tr_5_31.fasta tr_5_34.fasta" "tr_5_31.fasta tr_5_35.fasta" "tr_5_31.fasta tr_5_36.fasta" "tr_5_31.fasta tr_5_37.fasta" "tr_5_31.fasta tr_5_38.fasta" "tr_5_31.fasta tr_5_39.fasta" "tr_5_31.fasta tr_5_4.fasta" "tr_5_31.fasta tr_5_40.fasta" "tr_5_31.fasta tr_5_41.fasta" "tr_5_31.fasta tr_5_42.fasta" "tr_5_31.fasta tr_5_43.fasta" "tr_5_31.fasta tr_5_44.fasta" "tr_5_31.fasta tr_5_45.fasta" "tr_5_31.fasta tr_5_46.fasta" "tr_5_31.fasta tr_5_47.fasta" "tr_5_31.fasta tr_5_48.fasta" "tr_5_31.fasta tr_5_49.fasta" "tr_5_31.fasta tr_5_5.fasta" "tr_5_31.fasta tr_5_50.fasta" "tr_5_31.fasta tr_5_6.fasta" "tr_5_31.fasta tr_5_7.fasta" "tr_5_31.fasta tr_5_8.fasta" "tr_5_31.fasta tr_5_9.fasta"
"tr_5_32.fasta" "0.0464868309236883" "0.052376749712297" "0.0403766982713218" "0.038850773389863" "0.0541584938293699" "0.0488693175329431" "0.0471182142168393" "0.0443873306978053" "0.0418764477342041" "0.0388415924377493" "0.0416858126014683" "0.0408010101529265" "0.0398202159395175" "0.0433022543320903" "0.0488070298419868" "0.0633890202128982" "0.0496130157692552" "0.0472694815633787" "0.0432140845187549" "0.0399048937620442" "0.0371522640377062" "0.03893288983596" "0.0261972706189062" "0.0474059019494158" "0.0243798908792236" "tr_5_32.fasta tr_5_32.fasta" "tr_5_32.fasta tr_5_33.fasta" "tr_5_32.fasta tr_5_34.fasta" "tr_5_32.fasta tr_5_35.fasta" "tr_5_32.fasta tr_5_36.fasta" "tr_5_32.fasta tr_5_37.fasta" "tr_5_32.fasta tr_5_38.fasta" "tr_5_32.fasta tr_5_39.fasta" "tr_5_32.fasta tr_5_4.fasta" "tr_5_32.fasta tr_5_40.fasta" "tr_5_32.fasta tr_5_41.fasta" "tr_5_32.fasta tr_5_42.fasta" "tr_5_32.fasta tr_5_43.fasta" "tr_5_32.fasta tr_5_44.fasta" "tr_5_32.fasta tr_5_45.fasta" "tr_5_32.fasta tr_5_46.fasta" "tr_5_32.fasta tr_5_47.fasta" "tr_5_32.fasta tr_5_48.fasta" "tr_5_32.fasta tr_5_49.fasta" "tr_5_32.fasta tr_5_5.fasta" "tr_5_32.fasta tr_5_50.fasta" "tr_5_32.fasta tr_5_6.fasta" "tr_5_32.fasta tr_5_7.fasta" "tr_5_32.fasta tr_5_8.fasta" "tr_5_32.fasta tr_5_9.fasta"
"tr_5_33.fasta" "0.0416648969416077" "0.0444631869835206" "0.0351608763753826" "0.0415752686583938" "0.0455462018531822" "0.0578903799270032" "0.047818243311806" "0.0388779815004763" "0.044399241652489" "0.0389191395458703" "0.0455867474440666" "0.0420355587631234" "0.0484941043274953" "0.037029971336653" "0.0402125386135077" "0.0513093596881353" "0.0448376551480076" "0.0523881989191082" "0.0567603977098543" "0.0407283147707329" "0.0444485128136206" "0.0443785176350111" "0.030462960628782" "0.0387040834337388" "0.0365988599801183" "0.03523906282251" "tr_5_33.fasta tr_5_33.fasta" "tr_5_33.fasta tr_5_34.fasta" "tr_5_33.fasta tr_5_35.fasta" "tr_5_33.fasta tr_5_36.fasta" "tr_5_33.fasta tr_5_37.fasta" "tr_5_33.fasta tr_5_38.fasta" "tr_5_33.fasta tr_5_39.fasta" "tr_5_33.fasta tr_5_4.fasta" "tr_5_33.fasta tr_5_40.fasta" "tr_5_33.fasta tr_5_41.fasta" "tr_5_33.fasta tr_5_42.fasta" "tr_5_33.fasta tr_5_43.fasta" "tr_5_33.fasta tr_5_44.fasta" "tr_5_33.fasta tr_5_45.fasta" "tr_5_33.fasta tr_5_46.fasta" "tr_5_33.fasta tr_5_47.fasta" "tr_5_33.fasta tr_5_48.fasta" "tr_5_33.fasta tr_5_49.fasta" "tr_5_33.fasta tr_5_5.fasta" "tr_5_33.fasta tr_5_50.fasta" "tr_5_33.fasta tr_5_6.fasta" "tr_5_33.fasta tr_5_7.fasta" "tr_5_33.fasta tr_5_8.fasta" "tr_5_33.fasta tr_5_9.fasta"
"tr_5_34.fasta" "0.038072967925714" "0.0589851943062324" "0.0503934260743457" "0.04124463166225" "0.0578739037002063" "0.0496176894799122" "0.0573944143487941" "0.0413039438088714" "0.0555300138434164" "0.0475415580295369" "0.0502808768333325" "0.0493467452833257" "0.056650066017817" "0.0408799319981732" "0.0536076487356103" "0.0558512886485303" "0.0527880256709369" "0.0586338314357118" "0.053505612645712" "0.0446992293242585" "0.0443412215586511" "0.0333913943025728" "0.0364365561909961" "0.054157846214871" "0.0333314573542303" "0.0306766975939054" "0.0462561780658737" "tr_5_34.fasta tr_5_34.fasta" "tr_5_34.fasta tr_5_35.fasta" "tr_5_34.fasta tr_5_36.fasta" "tr_5_34.fasta tr_5_37.fasta" "tr_5_34.fasta tr_5_38.fasta" "tr_5_34.fasta tr_5_39.fasta" "tr_5_34.fasta tr_5_4.fasta" "tr_5_34.fasta tr_5_40.fasta" "tr_5_34.fasta tr_5_41.fasta" "tr_5_34.fasta tr_5_42.fasta" "tr_5_34.fasta tr_5_43.fasta" "tr_5_34.fasta tr_5_44.fasta" "tr_5_34.fasta tr_5_45.fasta" "tr_5_34.fasta tr_5_46.fasta" "tr_5_34.fasta tr_5_47.fasta" "tr_5_34.fasta tr_5_48.fasta" "tr_5_34.fasta tr_5_49.fasta" "tr_5_34.fasta tr_5_5.fasta" "tr_5_34.fasta tr_5_50.fasta" "tr_5_34.fasta tr_5_6.fasta" "tr_5_34.fasta tr_5_7.fasta" "tr_5_34.fasta tr_5_8.fasta" "tr_5_34.fasta tr_5_9.fasta"
"tr_5_35.fasta" "0.0371472946979108" "0.0315227769395457" "0.0404367124146133" "0.0430715857873517" "0.042989718389069" "0.0698663935450195" "0.0466172669015961" "0.0354932793186836" "0.0474077428265347" "0.0302243384513205" "0.0465924718885164" "0.0460726770024858" "0.0665011063741996" "0.0367586946516763" "0.0336655098688043" "0.047385559161418" "0.0308643878058102" "0.0631402999693064" "0.0676674019875098" "0.0411011803120155" "0.0535314938205986" "0.0380434195359509" "0.0440871692723216" "0.0424820165043169" "0.0482685224975269" "0.0396006999146662" "0.035840640774811" "0.048977653610065" "tr_5_35.fasta tr_5_35.fasta" "tr_5_35.fasta tr_5_36.fasta" "tr_5_35.fasta tr_5_37.fasta" "tr_5_35.fasta tr_5_38.fasta" "tr_5_35.fasta tr_5_39.fasta" "tr_5_35.fasta tr_5_4.fasta" "tr_5_35.fasta tr_5_40.fasta" "tr_5_35.fasta tr_5_41.fasta" "tr_5_35.fasta tr_5_42.fasta" "tr_5_35.fasta tr_5_43.fasta" "tr_5_35.fasta tr_5_44.fasta" "tr_5_35.fasta tr_5_45.fasta" "tr_5_35.fasta tr_5_46.fasta" "tr_5_35.fasta tr_5_47.fasta" "tr_5_35.fasta tr_5_48.fasta" "tr_5_35.fasta tr_5_49.fasta" "tr_5_35.fasta tr_5_5.fasta" "tr_5_35.fasta tr_5_50.fasta" "tr_5_35.fasta tr_5_6.fasta" "tr_5_35.fasta tr_5_7.fasta" "tr_5_35.fasta tr_5_8.fasta" "tr_5_35.fasta tr_5_9.fasta"
"tr_5_36.fasta" "0.0497974925585472" "0.0646705347540188" "0.0438403566073228" "0.0574177926573619" "0.080326735630322" "0.0500120617250404" "0.0515983789406496" "0.0616818371897254" "0.0510084858877402" "0.0374451328627278" "0.0606926604770998" "0.0439142731703826" "0.0502382852338396" "0.0470362252302343" "0.0616388758199181" "0.0691402591172262" "0.0620872431785863" "0.040415657002744" "0.0381852191402837" "0.037704094031647" "0.0487179717256287" "0.0443395364988821" "0.0536205143981124" "0.0578667047480912" "0.049102233434092" "0.0473429167807358" "0.0505962211141734" "0.0505638827661581" "0.0593041132599138" "tr_5_36.fasta tr_5_36.fasta" "tr_5_36.fasta tr_5_37.fasta" "tr_5_36.fasta tr_5_38.fasta" "tr_5_36.fasta tr_5_39.fasta" "tr_5_36.fasta tr_5_4.fasta" "tr_5_36.fasta tr_5_40.fasta" "tr_5_36.fasta tr_5_41.fasta" "tr_5_36.fasta tr_5_42.fasta" "tr_5_36.fasta tr_5_43.fasta" "tr_5_36.fasta tr_5_44.fasta" "tr_5_36.fasta tr_5_45.fasta" "tr_5_36.fasta tr_5_46.fasta" "tr_5_36.fasta tr_5_47.fasta" "tr_5_36.fasta tr_5_48.fasta" "tr_5_36.fasta tr_5_49.fasta" "tr_5_36.fasta tr_5_5.fasta" "tr_5_36.fasta tr_5_50.fasta" "tr_5_36.fasta tr_5_6.fasta" "tr_5_36.fasta tr_5_7.fasta" "tr_5_36.fasta tr_5_8.fasta" "tr_5_36.fasta tr_5_9.fasta"
"tr_5_37.fasta" "0.0387109530868961" "0.0485260898070364" "0.0332300115808382" "0.0509562887999285" "0.0604068629173506" "0.044636142750538" "0.0516385586508405" "0.0475095700466996" "0.0481331836094447" "0.0274979202531932" "0.0477571569842778" "0.0273970091804118" "0.0595417317606633" "0.0401507106461833" "0.0534945406589911" "0.0539500379131569" "0.0533053465934735" "0.0448475984611559" "0.053417048487833" "0.0434482624069433" "0.048258323230408" "0.0423700360537966" "0.046090150958582" "0.0500206579657485" "0.0460369916617427" "0.0419752864978385" "0.045529056725478" "0.0457563767929153" "0.0428015527250187" "0.0391839842923832" "tr_5_37.fasta tr_5_37.fasta" "tr_5_37.fasta tr_5_38.fasta" "tr_5_37.fasta tr_5_39.fasta" "tr_5_37.fasta tr_5_4.fasta" "tr_5_37.fasta tr_5_40.fasta" "tr_5_37.fasta tr_5_41.fasta" "tr_5_37.fasta tr_5_42.fasta" "tr_5_37.fasta tr_5_43.fasta" "tr_5_37.fasta tr_5_44.fasta" "tr_5_37.fasta tr_5_45.fasta" "tr_5_37.fasta tr_5_46.fasta" "tr_5_37.fasta tr_5_47.fasta" "tr_5_37.fasta tr_5_48.fasta" "tr_5_37.fasta tr_5_49.fasta" "tr_5_37.fasta tr_5_5.fasta" "tr_5_37.fasta tr_5_50.fasta" "tr_5_37.fasta tr_5_6.fasta" "tr_5_37.fasta tr_5_7.fasta" "tr_5_37.fasta tr_5_8.fasta" "tr_5_37.fasta tr_5_9.fasta"
"tr_5_38.fasta" "0.0398452768746613" "0.0523723341733225" "0.0309878686554209" "0.04528246016308" "0.0583150492222843" "0.0434202661626589" "0.0522311731976719" "0.0404474389722053" "0.0387770051359147" "0.0329211045954374" "0.0496384844106318" "0.0275554704547908" "0.0484613440200705" "0.0427977082438628" "0.0459712837146968" "0.0543031054978776" "0.0523997092769918" "0.0442140572167669" "0.0440168572289927" "0.0362919192904571" "0.0381675517557379" "0.0404591313066495" "0.0306050860513363" "0.0494650385779024" "0.0362047916180744" "0.0297057373253045" "0.0423952711360576" "0.0384988634579674" "0.0429250152803644" "0.0425982037877694" "0.0305183975018833" "tr_5_38.fasta tr_5_38.fasta" "tr_5_38.fasta tr_5_39.fasta" "tr_5_38.fasta tr_5_4.fasta" "tr_5_38.fasta tr_5_40.fasta" "tr_5_38.fasta tr_5_41.fasta" "tr_5_38.fasta tr_5_42.fasta" "tr_5_38.fasta tr_5_43.fasta" "tr_5_38.fasta tr_5_44.fasta" "tr_5_38.fasta tr_5_45.fasta" "tr_5_38.fasta tr_5_46.fasta" "tr_5_38.fasta tr_5_47.fasta" "tr_5_38.fasta tr_5_48.fasta" "tr_5_38.fasta tr_5_49.fasta" "tr_5_38.fasta tr_5_5.fasta" "tr_5_38.fasta tr_5_50.fasta" "tr_5_38.fasta tr_5_6.fasta" "tr_5_38.fasta tr_5_7.fasta" "tr_5_38.fasta tr_5_8.fasta" "tr_5_38.fasta tr_5_9.fasta"
"tr_5_39.fasta" "0.0360016714280628" "0.044061338426497" "0.0246658035104968" "0.0289453375564844" "0.0456461101452099" "0.0429105861853641" "0.0440156590626313" "0.0386555946831135" "0.0371153448488277" "0.0265193866260447" "0.0347196861473907" "0.029595253787008" "0.0460879575701774" "0.0283093999035338" "0.0362831581260949" "0.0453960720574377" "0.04416234742661" "0.0418826046274419" "0.050688189836852" "0.0315571106078248" "0.0361683943768618" "0.0356792042034536" "0.0306312269601952" "0.0311023368601426" "0.0318884480062122" "0.0341406896060786" "0.0315675253161678" "0.0398980268404739" "0.0383036202175053" "0.0439813212497708" "0.032733864564826" "0.0317810804743603" "tr_5_39.fasta tr_5_39.fasta" "tr_5_39.fasta tr_5_4.fasta" "tr_5_39.fasta tr_5_40.fasta" "tr_5_39.fasta tr_5_41.fasta" "tr_5_39.fasta tr_5_42.fasta" "tr_5_39.fasta tr_5_43.fasta" "tr_5_39.fasta tr_5_44.fasta" "tr_5_39.fasta tr_5_45.fasta" "tr_5_39.fasta tr_5_46.fasta" "tr_5_39.fasta tr_5_47.fasta" "tr_5_39.fasta tr_5_48.fasta" "tr_5_39.fasta tr_5_49.fasta" "tr_5_39.fasta tr_5_5.fasta" "tr_5_39.fasta tr_5_50.fasta" "tr_5_39.fasta tr_5_6.fasta" "tr_5_39.fasta tr_5_7.fasta" "tr_5_39.fasta tr_5_8.fasta" "tr_5_39.fasta tr_5_9.fasta"
"tr_5_4.fasta" "0.0483824030469091" "0.0389670348483209" "0.0480121037759619" "0.037371743941253" "0.0445819232953178" "0.0698442206816284" "0.0520238168596231" "0.0481368012778313" "0.057277033502247" "0.036024066294537" "0.0463511808492689" "0.0532393216543329" "0.0683317667225027" "0.0381118955433337" "0.0332801828827431" "0.052757162044754" "0.0359060506402316" "0.0676068328542736" "0.0681806133839285" "0.0428456266153601" "0.0531424752129361" "0.0439861173200926" "0.050023200867627" "0.0364870332855846" "0.0482042798083891" "0.0477916627746956" "0.041440078667652" "0.0568722731355833" "0.0295765327109628" "0.0635046509517347" "0.0511575767532246" "0.0533910628521485" "0.0387496394404204" "tr_5_4.fasta tr_5_4.fasta" "tr_5_4.fasta tr_5_40.fasta" "tr_5_4.fasta tr_5_41.fasta" "tr_5_4.fasta tr_5_42.fasta" "tr_5_4.fasta tr_5_43.fasta" "tr_5_4.fasta tr_5_44.fasta" "tr_5_4.fasta tr_5_45.fasta" "tr_5_4.fasta tr_5_46.fasta" "tr_5_4.fasta tr_5_47.fasta" "tr_5_4.fasta tr_5_48.fasta" "tr_5_4.fasta tr_5_49.fasta" "tr_5_4.fasta tr_5_5.fasta" "tr_5_4.fasta tr_5_50.fasta" "tr_5_4.fasta tr_5_6.fasta" "tr_5_4.fasta tr_5_7.fasta" "tr_5_4.fasta tr_5_8.fasta" "tr_5_4.fasta tr_5_9.fasta"
"tr_5_40.fasta" "0.049042483778991" "0.0344703657058339" "0.0316965069922744" "0.0314817831166644" "0.0526742650910821" "0.0539460859381969" "0.0308230227751237" "0.0476465713994974" "0.0400125339897363" "0.034973683851731" "0.034651012713521" "0.0426574757024013" "0.0495632508977355" "0.03453872316788" "0.0427707578112106" "0.0532691327548035" "0.039038333099969" "0.0431121611730804" "0.05053464953445" "0.0376044846206076" "0.037195456711979" "0.0383325464087222" "0.0347719885643844" "0.0365922997064799" "0.0357758383215325" "0.0350785731482325" "0.0412647729515864" "0.0444465623443775" "0.0410566549500983" "0.0545030997245434" "0.0431674571954644" "0.0400765411816572" "0.0284347471130301" "0.0402134755468235" "tr_5_40.fasta tr_5_40.fasta" "tr_5_40.fasta tr_5_41.fasta" "tr_5_40.fasta tr_5_42.fasta" "tr_5_40.fasta tr_5_43.fasta" "tr_5_40.fasta tr_5_44.fasta" "tr_5_40.fasta tr_5_45.fasta" "tr_5_40.fasta tr_5_46.fasta" "tr_5_40.fasta tr_5_47.fasta" "tr_5_40.fasta tr_5_48.fasta" "tr_5_40.fasta tr_5_49.fasta" "tr_5_40.fasta tr_5_5.fasta" "tr_5_40.fasta tr_5_50.fasta" "tr_5_40.fasta tr_5_6.fasta" "tr_5_40.fasta tr_5_7.fasta" "tr_5_40.fasta tr_5_8.fasta" "tr_5_40.fasta tr_5_9.fasta"
"tr_5_41.fasta" "0.0449796552701049" "0.0399449470070736" "0.0284964120312313" "0.0373329122904924" "0.0599440231130359" "0.0531260947505757" "0.0297061667141352" "0.0468909934613923" "0.0347705970581472" "0.0230955777969643" "0.0424972197629514" "0.0362824110474727" "0.0447978511984123" "0.0314805330635448" "0.0401145329146126" "0.0532445314603869" "0.038975400078675" "0.0349040004830894" "0.0424274081797128" "0.0245972333307122" "0.0365647333216534" "0.0330426697591724" "0.0375592207178851" "0.0376358158071248" "0.0377659966995191" "0.0352163857715089" "0.0381062599970323" "0.0470797525567377" "0.0383586147997361" "0.0376608522129359" "0.0385927945550558" "0.0328437830728796" "0.0283400061149555" "0.0416103864393993" "0.0252793753606011" "tr_5_41.fasta tr_5_41.fasta" "tr_5_41.fasta tr_5_42.fasta" "tr_5_41.fasta tr_5_43.fasta" "tr_5_41.fasta tr_5_44.fasta" "tr_5_41.fasta tr_5_45.fasta" "tr_5_41.fasta tr_5_46.fasta" "tr_5_41.fasta tr_5_47.fasta" "tr_5_41.fasta tr_5_48.fasta" "tr_5_41.fasta tr_5_49.fasta" "tr_5_41.fasta tr_5_5.fasta" "tr_5_41.fasta tr_5_50.fasta" "tr_5_41.fasta tr_5_6.fasta" "tr_5_41.fasta tr_5_7.fasta" "tr_5_41.fasta tr_5_8.fasta" "tr_5_41.fasta tr_5_9.fasta"
"tr_5_42.fasta" "0.0489326516865813" "0.0414836165960089" "0.0280945335933969" "0.0409660442794047" "0.0550714303085228" "0.0600218955551436" "0.0296753096386227" "0.0432001584759818" "0.0258697284877358" "0.0388003907679328" "0.0418275288046428" "0.0393051980615078" "0.0463240716417938" "0.0399766705547801" "0.0439950043857869" "0.0503518328133015" "0.0455869461815638" "0.037732125768318" "0.0530898436171956" "0.0387741264581104" "0.0389871036015411" "0.0422303106319896" "0.0319891976338993" "0.0426328513422334" "0.0443568661108231" "0.0372303098270606" "0.0441822354310295" "0.0458812997849076" "0.0444668593001429" "0.0520100103680757" "0.0464729744423046" "0.0346808529184108" "0.0341073023463553" "0.0559596243734797" "0.0284777248885106" "0.0287939253057104" "tr_5_42.fasta tr_5_42.fasta" "tr_5_42.fasta tr_5_43.fasta" "tr_5_42.fasta tr_5_44.fasta" "tr_5_42.fasta tr_5_45.fasta" "tr_5_42.fasta tr_5_46.fasta" "tr_5_42.fasta tr_5_47.fasta" "tr_5_42.fasta tr_5_48.fasta" "tr_5_42.fasta tr_5_49.fasta" "tr_5_42.fasta tr_5_5.fasta" "tr_5_42.fasta tr_5_50.fasta" "tr_5_42.fasta tr_5_6.fasta" "tr_5_42.fasta tr_5_7.fasta" "tr_5_42.fasta tr_5_8.fasta" "tr_5_42.fasta tr_5_9.fasta"
"tr_5_43.fasta" "0.0525947180219757" "0.0391882742625136" "0.0435272107167845" "0.0440931074537942" "0.0339899290718573" "0.0665916942609945" "0.0524424506044152" "0.0439197276488458" "0.041557056046547" "0.048813834176804" "0.0341786171108162" "0.0574988760964895" "0.0634937480012939" "0.0389994349319665" "0.0431512746331929" "0.0384589187119526" "0.0533052418246794" "0.0666076010347792" "0.0768905452676509" "0.0477665933414048" "0.0401516354908731" "0.0536839554170331" "0.047275277369708" "0.0247650730021974" "0.0596299327091084" "0.052042630425548" "0.046183902134788" "0.0588852081600541" "0.0449439152385463" "0.0713241924705266" "0.0578258874663872" "0.0543223902346759" "0.0384402629667156" "0.0446097322771822" "0.0425595510104567" "0.0475332627136624" "0.0447449479120401" "tr_5_43.fasta tr_5_43.fasta" "tr_5_43.fasta tr_5_44.fasta" "tr_5_43.fasta tr_5_45.fasta" "tr_5_43.fasta tr_5_46.fasta" "tr_5_43.fasta tr_5_47.fasta" "tr_5_43.fasta tr_5_48.fasta" "tr_5_43.fasta tr_5_49.fasta" "tr_5_43.fasta tr_5_5.fasta" "tr_5_43.fasta tr_5_50.fasta" "tr_5_43.fasta tr_5_6.fasta" "tr_5_43.fasta tr_5_7.fasta" "tr_5_43.fasta tr_5_8.fasta" "tr_5_43.fasta tr_5_9.fasta"
"tr_5_44.fasta" "0.0367685207159064" "0.0454417478954807" "0.0346432849571349" "0.0335146914024133" "0.047039033133314" "0.0441200248302462" "0.0499063326033942" "0.0356482980930286" "0.049456049894856" "0.0334839108526981" "0.0494044198098489" "0.0340701637636241" "0.0403277769517722" "0.0399428673465342" "0.0434663155354671" "0.0518833367239291" "0.0415873075296509" "0.0567132428036326" "0.0480568130298073" "0.0316775432772754" "0.0407628967980453" "0.0308590753895018" "0.0306647156033046" "0.0439762092575756" "0.0271004125883079" "0.0339499045855995" "0.0316447439151884" "0.0415708982257552" "0.0395524041485005" "0.0493752719135023" "0.0408019014464308" "0.0391300120605649" "0.0307579015426497" "0.0399516492109131" "0.0347293506077386" "0.0367821606253982" "0.0439494036077321" "0.0489485889797936" "tr_5_44.fasta tr_5_44.fasta" "tr_5_44.fasta tr_5_45.fasta" "tr_5_44.fasta tr_5_46.fasta" "tr_5_44.fasta tr_5_47.fasta" "tr_5_44.fasta tr_5_48.fasta" "tr_5_44.fasta tr_5_49.fasta" "tr_5_44.fasta tr_5_5.fasta" "tr_5_44.fasta tr_5_50.fasta" "tr_5_44.fasta tr_5_6.fasta" "tr_5_44.fasta tr_5_7.fasta" "tr_5_44.fasta tr_5_8.fasta" "tr_5_44.fasta tr_5_9.fasta"
"tr_5_45.fasta" "0.0416069227547697" "0.0544394349340825" "0.0461562001631126" "0.0525784516952635" "0.053325469278009" "0.0528044777980025" "0.0601455659193273" "0.0400379862997604" "0.055706981458973" "0.0490198920796292" "0.0505340454796368" "0.0426092885662427" "0.062304204976063" "0.0425948865545235" "0.0548870003087853" "0.0498651558289161" "0.0582752909809116" "0.0552012859623039" "0.064481085266263" "0.0533458373221927" "0.0487561484604896" "0.0482137586129057" "0.0358438667294707" "0.0526840010039307" "0.0432003351185138" "0.0404311248837016" "0.0387068457823948" "0.0354585778308025" "0.0490541889581655" "0.0548407984233562" "0.0360060693116309" "0.0366324887813252" "0.0409042063145188" "0.0595872646618091" "0.0490979039438282" "0.0496892906875041" "0.0493952942393283" "0.0582090689527806" "0.0447848179658251" "tr_5_45.fasta tr_5_45.fasta" "tr_5_45.fasta tr_5_46.fasta" "tr_5_45.fasta tr_5_47.fasta" "tr_5_45.fasta tr_5_48.fasta" "tr_5_45.fasta tr_5_49.fasta" "tr_5_45.fasta tr_5_5.fasta" "tr_5_45.fasta tr_5_50.fasta" "tr_5_45.fasta tr_5_6.fasta" "tr_5_45.fasta tr_5_7.fasta" "tr_5_45.fasta tr_5_8.fasta" "tr_5_45.fasta tr_5_9.fasta"
"tr_5_46.fasta" "0.0238766012226991" "0.048712911382535" "0.0375637059480273" "0.0417684493746501" "0.0484867038259914" "0.047490556449348" "0.0589351670733916" "0.0287522799560835" "0.0508613578296878" "0.0368009612024149" "0.0485180852443847" "0.0393585950671084" "0.0638041625323534" "0.0343933701251733" "0.0389284660975175" "0.0412653659327473" "0.0405265689283069" "0.0609327235614781" "0.0588380591683837" "0.0375459902914481" "0.0456629298034001" "0.0336621212591245" "0.0396122219832116" "0.0439822994564639" "0.0414941103709036" "0.0393626235347211" "0.039128845434302" "0.035932283074985" "0.036796068614243" "0.0541155736386695" "0.0402209967888416" "0.0322377859824165" "0.0266786124818908" "0.043401615419508" "0.0414485809373638" "0.0405338811510514" "0.0438951111385444" "0.0453901031176524" "0.0381632268952337" "0.0418160905217714" "tr_5_46.fasta tr_5_46.fasta" "tr_5_46.fasta tr_5_47.fasta" "tr_5_46.fasta tr_5_48.fasta" "tr_5_46.fasta tr_5_49.fasta" "tr_5_46.fasta tr_5_5.fasta" "tr_5_46.fasta tr_5_50.fasta" "tr_5_46.fasta tr_5_6.fasta" "tr_5_46.fasta tr_5_7.fasta" "tr_5_46.fasta tr_5_8.fasta" "tr_5_46.fasta tr_5_9.fasta"
"tr_5_47.fasta" "0.0326500280878905" "0.0349183633417893" "0.0326269970064712" "0.0300352253897946" "0.0426829528745658" "0.0480845332165799" "0.0404248644901033" "0.0336195553567175" "0.0378477518971928" "0.0303040604247957" "0.035148519333172" "0.0412439679032257" "0.0504055400148195" "0.0288760163119544" "0.0339597979497393" "0.0440130144527765" "0.0344444919340996" "0.0521644777992229" "0.0485865566132925" "0.0313674984732824" "0.0345752976670552" "0.0280412345575305" "0.032466441147617" "0.0344643050089413" "0.0341368995463596" "0.0284475747199557" "0.0377332927546342" "0.029105637593873" "0.0285515474281522" "0.0486378423475427" "0.04048809705999" "0.0335145781436583" "0.0284612918343" "0.0346099356491164" "0.0279975958048863" "0.0323679636989107" "0.0331515530946076" "0.0367488883005857" "0.0303638993644031" "0.0437519096564457" "0.025548177687739" "tr_5_47.fasta tr_5_47.fasta" "tr_5_47.fasta tr_5_48.fasta" "tr_5_47.fasta tr_5_49.fasta" "tr_5_47.fasta tr_5_5.fasta" "tr_5_47.fasta tr_5_50.fasta" "tr_5_47.fasta tr_5_6.fasta" "tr_5_47.fasta tr_5_7.fasta" "tr_5_47.fasta tr_5_8.fasta" "tr_5_47.fasta tr_5_9.fasta"
