"tr_5_1.fasta" "tr_5_10.fasta" "tr_5_11.fasta" "tr_5_12.fasta" "tr_5_13.fasta" "tr_5_14.fasta" "tr_5_15.fasta" "tr_5_16.fasta" "tr_5_17.fasta" "tr_5_18.fasta" "tr_5_19.fasta" "tr_5_2.fasta" "tr_5_20.fasta" "tr_5_21.fasta" "tr_5_22.fasta" "tr_5_23.fasta" "tr_5_24.fasta" "tr_5_25.fasta" "tr_5_26.fasta" "tr_5_27.fasta" "tr_5_28.fasta" "tr_5_29.fasta" "tr_5_3.fasta" "tr_5_30.fasta" "tr_5_31.fasta" "tr_5_32.fasta" "tr_5_33.fasta" "tr_5_34.fasta" "tr_5_35.fasta" "tr_5_36.fasta" "tr_5_37.fasta" "tr_5_38.fasta" "tr_5_39.fasta" "tr_5_4.fasta" "tr_5_40.fasta" "tr_5_41.fasta" "tr_5_42.fasta" "tr_5_43.fasta" "tr_5_44.fasta" "tr_5_45.fasta" "tr_5_46.fasta" "tr_5_47.fasta" "tr_5_48.fasta" "tr_5_49.fasta" "tr_5_5.fasta" "tr_5_50.fasta" "tr_5_6.fasta" "tr_5_7.fasta" "tr_5_8.fasta" "tr_5_9.fasta"
"tr_5_19.fasta" "0.0558982567107937" "0.0427250433393714" "0.0421024620972702" "0.0467724815776385" "0.0440612007275032" "0.0635566426895701" "0.0409512021366146" "0.0548392693033961" "0.0423840057902054" "0.045291884485256" "tr_5_19.fasta tr_5_19.fasta" "tr_5_19.fasta tr_5_2.fasta" "tr_5_19.fasta tr_5_20.fasta" "tr_5_19.fasta tr_5_21.fasta" "tr_5_19.fasta tr_5_22.fasta" "tr_5_19.fasta tr_5_23.fasta" "tr_5_19.fasta tr_5_24.fasta" "tr_5_19.fasta tr_5_25.fasta" "tr_5_19.fasta tr_5_26.fasta" "tr_5_19.fasta tr_5_27.fasta" "tr_5_19.fasta tr_5_28.fasta" "tr_5_19.fasta tr_5_29.fasta" "tr_5_19.fasta tr_5_3.fasta" "tr_5_19.fasta tr_5_30.fasta" "tr_5_19.fasta tr_5_31.fasta" "tr_5_19.fasta tr_5_32.fasta" "tr_5_19.fasta tr_5_33.fasta" "tr_5_19.fasta tr_5_34.fasta" "tr_5_19.fasta tr_5_35.fasta" "tr_5_19.fasta tr_5_36.fasta" "tr_5_19.fasta tr_5_37.fasta" "tr_5_19.fasta tr_5_38.fasta" "tr_5_19.fasta tr_5_39.fasta" "tr_5_19.fasta tr_5_4.fasta" "tr_5_19.fasta tr_5_40.fasta" "tr_5_19.fasta tr_5_41.fasta" "tr_5_19.fasta tr_5_42.fasta" "tr_5_19.fasta tr_5_43.fasta" "tr_5_19.fasta tr_5_44.fasta" "tr_5_19.fasta tr_5_45.fasta" "tr_5_19.fasta tr_5_46.fasta" "tr_5_19.fasta tr_5_47.fasta" "tr_5_19.fasta tr_5_48.fasta" "tr_5_19.fasta tr_5_49.fasta" "tr_5_19.fasta tr_5_5.fasta" "tr_5_19.fasta tr_5_50.fasta" "tr_5_19.fasta tr_5_6.fasta" "tr_5_19.fasta tr_5_7.fasta" "tr_5_19.fasta tr_5_8.fasta" "tr_5_19.fasta tr_5_9.fasta"
"tr_5_2.fasta" "0.0415274113207505" "0.0543355311375996" "0.0279583626034066" "0.0475085541229007" "0.0568559230862073" "0.0492830851734493" "0.0512531146645796" "0.0403811169551771" "0.0465113405682243" "0.029676281859676" "0.0526181403384683" "tr_5_2.fasta tr_5_2.fasta" "tr_5_2.fasta tr_5_20.fasta" "tr_5_2.fasta tr_5_21.fasta" "tr_5_2.fasta tr_5_22.fasta" "tr_5_2.fasta tr_5_23.fasta" "tr_5_2.fasta tr_5_24.fasta" "tr_5_2.fasta tr_5_25.fasta" "tr_5_2.fasta tr_5_26.fasta" "tr_5_2.fasta tr_5_27.fasta" "tr_5_2.fasta tr_5_28.fasta" "tr_5_2.fasta tr_5_29.fasta" "tr_5_2.fasta tr_5_3.fasta" "tr_5_2.fasta tr_5_30.fasta" "tr_5_2.fasta tr_5_31.fasta" "tr_5_2.fasta tr_5_32.fasta" "tr_5_2.fasta tr_5_33.fasta" "tr_5_2.fasta tr_5_34.fasta" "tr_5_2.fasta tr_5_35.fasta" "tr_5_2.fasta tr_5_36.fasta" "tr_5_2.fasta tr_5_37.fasta" "tr_5_2.fasta tr_5_38.fasta" "tr_5_2.fasta tr_5_39.fasta" "tr_5_2.fasta tr_5_4.fasta" "tr_5_2.fasta tr_5_40.fasta" "tr_5_2.fasta tr_5_41.fasta" "tr_5_2.fasta tr_5_42.fasta" "tr_5_2.fasta tr_5_43.fasta" "tr_5_2.fasta tr_5_44.fasta" "tr_5_2.fasta tr_5_45.fasta" "tr_5_2.fasta tr_5_46.fasta" "tr_5_2.fasta tr_5_47.fasta" "tr_5_2.fasta tr_5_48.fasta" "tr_5_2.fasta tr_5_49.fasta" "tr_5_2.fasta tr_5_5.fasta" "tr_5_2.fasta tr_5_50.fasta" "tr_5_2.fasta tr_5_6.fasta" "tr_5_2.fasta tr_5_7.fasta" "tr_5_2.fasta tr_5_8.fasta" "tr_5_2.fasta tr_5_9.fasta"
"tr_5_20.fasta" "0.0642346690336129" "0.0684157612685896" "0.0475636267764696" "0.0472081837365189" "0.072202821032635" "0.0526637075479158" "0.056521803157311" "0.0613154420808759" "0.0458133389772717" "0.053415271636277" "0.0611238448465738" "0.0518024696682391" "tr_5_20.fasta tr_5_20.fasta" "tr_5_20.fasta tr_5_21.fasta" "tr_5_20.fasta tr_5_22.fasta" "tr_5_20.fasta tr_5_23.fasta" "tr_5_20.fasta tr_5_24.fasta" "tr_5_20.fasta tr_5_25.fasta" "tr_5_20.fasta tr_5_26.fasta" "tr_5_20.fasta tr_5_27.fasta" "tr_5_20.fasta tr_5_28.fasta" "tr_5_20.fasta tr_5_29.fasta" "tr_5_20.fasta tr_5_3.fasta" "tr_5_20.fasta tr_5_30.fasta" "tr_5_20.fasta tr_5_31.fasta" "tr_5_20.fasta tr_5_32.fasta" "tr_5_20.fasta tr_5_33.fasta" "tr_5_20.fasta tr_5_34.fasta" "tr_5_20.fasta tr_5_35.fasta" "tr_5_20.fasta tr_5_36.fasta" "tr_5_20.fasta tr_5_37.fasta" "tr_5_20.fasta tr_5_38.fasta" "tr_5_20.fasta tr_5_39.fasta" "tr_5_20.fasta tr_5_4.fasta" "tr_5_20.fasta tr_5_40.fasta" "tr_5_20.fasta tr_5_41.fasta" "tr_5_20.fasta tr_5_42.fasta" "tr_5_20.fasta tr_5_43.fasta" "tr_5_20.fasta tr_5_44.fasta" "tr_5_20.fasta tr_5_45.fasta" "tr_5_20.fasta tr_5_46.fasta" "tr_5_20.fasta tr_5_47.fasta" "tr_5_20.fasta tr_5_48.fasta" "tr_5_20.fasta tr_5_49.fasta" "tr_5_20.fasta tr_5_5.fasta" "tr_5_20.fasta tr_5_50.fasta" "tr_5_20.fasta tr_5_6.fasta" "tr_5_20.fasta tr_5_7.fasta" "tr_5_20.fasta tr_5_8.fasta" "tr_5_20.fasta tr_5_9.fasta"
"tr_5_21.fasta" "0.0376210685284508" "0.0387274410332869" "0.035706474310977" "0.0395958225333232" "0.0447876218070945" "0.0592144818139686" "0.0383312844514063" "0.0407215324465271" "0.0449156370512364" "0.0307332029660831" "0.0314983000607346" "0.0421189053968102" "0.0618281673488896" "tr_5_21.fasta tr_5_21.fasta" "tr_5_21.fasta tr_5_22.fasta" "tr_5_21.fasta tr_5_23.fasta" "tr_5_21.fasta tr_5_24.fasta" "tr_5_21.fasta tr_5_25.fasta" "tr_5_21.fasta tr_5_26.fasta" "tr_5_21.fasta tr_5_27.fasta" "tr_5_21.fasta tr_5_28.fasta" "tr_5_21.fasta tr_5_29.fasta" "tr_5_21.fasta tr_5_3.fasta" "tr_5_21.fasta tr_5_30.fasta" "tr_5_21.fasta tr_5_31.fasta" "tr_5_21.fasta tr_5_32.fasta" "tr_5_21.fasta tr_5_33.fasta" "tr_5_21.fasta tr_5_34.fasta" "tr_5_21.fasta tr_5_35.fasta" "tr_5_21.fasta tr_5_36.fasta" "tr_5_21.fasta tr_5_37.fasta" "tr_5_21.fasta tr_5_38.fasta" "tr_5_21.fasta tr_5_39.fasta" "tr_5_21.fasta tr_5_4.fasta" "tr_5_21.fasta tr_5_40.fasta" "tr_5_21.fasta tr_5_41.fasta" "tr_5_21.fasta tr_5_42.fasta" "tr_5_21.fasta tr_5_43.fasta" "tr_5_21.fasta tr_5_44.fasta" "tr_5_21.fasta tr_5_45.fasta" "tr_5_21.fasta tr_5_46.fasta" "tr_5_21.fasta tr_5_47.fasta" "tr_5_21.fasta tr_5_48.fasta" "tr_5_21.fasta tr_5_49.fasta" "tr_5_21.fasta tr_5_5.fasta" "tr_5_21.fasta tr_5_50.fasta" "tr_5_21.fasta tr_5_6.fasta" "tr_5_21.fasta tr_5_7.fasta" "tr_5_21.fasta tr_5_8.fasta" "tr_5_21.fasta tr_5_9.fasta"
"tr_5_22.fasta" "0.0419201051600041" "0.0405648436096573" "0.0424078033534505" "0.0401872410869135" "0.0381884435099788" "0.0720099528898089" "0.0489093584009067" "0.0390371761661708" "0.0494654099507056" "0.039810420097271" "0.0449586289419995" "0.0484588980631691" "0.0645410153698114" "0.0339218042843532" "tr_5_22.fasta tr_5_22.fasta" "tr_5_22.fasta tr_5_23.fasta" "tr_5_22.fasta tr_5_24.fasta" "tr_5_22.fasta tr_5_25.fasta" "tr_5_22.fasta tr_5_26.fasta" "tr_5_22.fasta tr_5_27.fasta" "tr_5_22.fasta tr_5_28.fasta" "tr_5_22.fasta tr_5_29.fasta" "tr_5_22.fasta tr_5_3.fasta" "tr_5_22.fasta tr_5_30.fasta" "tr_5_22.fasta tr_5_31.fasta" "tr_5_22.fasta tr_5_32.fasta" "tr_5_22.fasta tr_5_33.fasta" "tr_5_22.fasta tr_5_34.fasta" "tr_5_22.fasta tr_5_35.fasta" "tr_5_22.fasta tr_5_36.fasta" "tr_5_22.fasta tr_5_37.fasta" "tr_5_22.fasta tr_5_38.fasta" "tr_5_22.fasta tr_5_39.fasta" "tr_5_22.fasta tr_5_4.fasta" "tr_5_22.fasta tr_5_40.fasta" "tr_5_22.fasta tr_5_41.fasta" "tr_5_22.fasta tr_5_42.fasta" "tr_5_22.fasta tr_5_43.fasta" "tr_5_22.fasta tr_5_44.fasta" "tr_5_22.fasta tr_5_45.fasta" "tr_5_22.fasta tr_5_46.fasta" "tr_5_22.fasta tr_5_47.fasta" "tr_5_22.fasta tr_5_48.fasta" "tr_5_22.fasta tr_5_49.fasta" "tr_5_22.fasta tr_5_5.fasta" "tr_5_22.fasta tr_5_50.fasta" "tr_5_22.fasta tr_5_6.fasta" "tr_5_22.fasta tr_5_7.fasta" "tr_5_22.fasta tr_5_8.fasta" "tr_5_22.fasta tr_5_9.fasta"
"tr_5_23.fasta" "0.038481832957874" "0.0442135924779992" "0.0483741782863018" "0.0523360939575247" "0.0387406808717341" "0.0692193137709688" "0.0598962083212694" "0.0306561277709084" "0.0565647598498507" "0.0501105040778481" "0.0537104335759501" "0.0524441297797523" "0.0772226333212512" "0.0367629168223747" "0.0423441858896121" "tr_5_23.fasta tr_5_23.fasta" "tr_5_23.fasta tr_5_24.fasta" "tr_5_23.fasta tr_5_25.fasta" "tr_5_23.fasta tr_5_26.fasta" "tr_5_23.fasta tr_5_27.fasta" "tr_5_23.fasta tr_5_28.fasta" "tr_5_23.fasta tr_5_29.fasta" "tr_5_23.fasta tr_5_3.fasta" "tr_5_23.fasta tr_5_30.fasta" "tr_5_23.fasta tr_5_31.fasta" "tr_5_23.fasta tr_5_32.fasta" "tr_5_23.fasta tr_5_33.fasta" "tr_5_23.fasta tr_5_34.fasta" "tr_5_23.fasta tr_5_35.fasta" "tr_5_23.fasta tr_5_36.fasta" "tr_5_23.fasta tr_5_37.fasta" "tr_5_23.fasta tr_5_38.fasta" "tr_5_23.fasta tr_5_39.fasta" "tr_5_23.fasta tr_5_4.fasta" "tr_5_23.fasta tr_5_40.fasta" "tr_5_23.fasta tr_5_41.fasta" "tr_5_23.fasta tr_5_42.fasta" "tr_5_23.fasta tr_5_43.fasta" "tr_5_23.fasta tr_5_44.fasta" "tr_5_23.fasta tr_5_45.fasta" "tr_5_23.fasta tr_5_46.fasta" "tr_5_23.fasta tr_5_47.fasta" "tr_5_23.fasta tr_5_48.fasta" "tr_5_23.fasta tr_5_49.fasta" "tr_5_23.fasta tr_5_5.fasta" "tr_5_23.fasta tr_5_50.fasta" "tr_5_23.fasta tr_5_6.fasta" "tr_5_23.fasta tr_5_7.fasta" "tr_5_23.fasta tr_5_8.fasta" "tr_5_23.fasta tr_5_9.fasta"
"tr_5_24.fasta" "0.0384032055535879" "0.0366539064812572" "0.0472986456588756" "0.0478174852905621" "0.0520781490162619" "0.0710624125804947" "0.0447411302381726" "0.0373449861252236" "0.0600529321470654" "0.0403097807058673" "0.0542501494342115" "0.0499430631862945" "0.0712282060581668" "0.0382747379263003" "0.0360990099773136" "0.0469021525111801" "tr_5_24.fasta tr_5_24.fasta" "tr_5_24.fasta tr_5_25.fasta" "tr_5_24.fasta tr_5_26.fasta" "tr_5_24.fasta tr_5_27.fasta" "tr_5_24.fasta tr_5_28.fasta" "tr_5_24.fasta tr_5_29.fasta" "tr_5_24.fasta tr_5_3.fasta" "tr_5_24.fasta tr_5_30.fasta" "tr_5_24.fasta tr_5_31.fasta" "tr_5_24.fasta tr_5_32.fasta" "tr_5_24.fasta tr_5_33.fasta" "tr_5_24.fasta tr_5_34.fasta" "tr_5_24.fasta tr_5_35.fasta" "tr_5_24.fasta tr_5_36.fasta" "tr_5_24.fasta tr_5_37.fasta" "tr_5_24.fasta tr_5_38.fasta" "tr_5_24.fasta tr_5_39.fasta" "tr_5_24.fasta tr_5_4.fasta" "tr_5_24.fasta tr_5_40.fasta" "tr_5_24.fasta tr_5_41.fasta" "tr_5_24.fasta tr_5_42.fasta" "tr_5_24.fasta tr_5_43.fasta" "tr_5_24.fasta tr_5_44.fasta" "tr_5_24.fasta tr_5_45.fasta" "tr_5_24.fasta tr_5_46.fasta" "tr_5_24.fasta tr_5_47.fasta" "tr_5_24.fasta tr_5_48.fasta" "tr_5_24.fasta tr_5_49.fasta" "tr_5_24.fasta tr_5_5.fasta" "tr_5_24.fasta tr_5_50.fasta" "tr_5_24.fasta tr_5_6.fasta" "tr_5_24.fasta tr_5_7.fasta" "tr_5_24.fasta tr_5_8.fasta" "tr_5_24.fasta tr_5_9.fasta"
"tr_5_25.fasta" "0.0633074925490568" "0.0600479596343679" "0.0400845951184095" "0.0597238144586906" "0.0755730108308972" "0.06379892273954" "0.0374546982045464" "0.0671010904540407" "0.0442682002258938" "0.0462412488724122" "0.0456852177170953" "0.0445785864905171" "0.0534768084781086" "0.0461828936757515" "0.0584641705213686" "0.0706615825481938" "0.063184770821217" "tr_5_25.fasta tr_5_25.fasta" "tr_5_25.fasta tr_5_26.fasta" "tr_5_25.fasta tr_5_27.fasta" "tr_5_25.fasta tr_5_28.fasta" "tr_5_25.fasta tr_5_29.fasta" "tr_5_25.fasta tr_5_3.fasta" "tr_5_25.fasta tr_5_30.fasta" "tr_5_25.fasta tr_5_31.fasta" "tr_5_25.fasta tr_5_32.fasta" "tr_5_25.fasta tr_5_33.fasta" "tr_5_25.fasta tr_5_34.fasta" "tr_5_25.fasta tr_5_35.fasta" "tr_5_25.fasta tr_5_36.fasta" "tr_5_25.fasta tr_5_37.fasta" "tr_5_25.fasta tr_5_38.fasta" "tr_5_25.fasta tr_5_39.fasta" "tr_5_25.fasta tr_5_4.fasta" "tr_5_25.fasta tr_5_40.fasta" "tr_5_25.fasta tr_5_41.fasta" "tr_5_25.fasta tr_5_42.fasta" "tr_5_25.fasta tr_5_43.fasta" "tr_5_25.fasta tr_5_44.fasta" "tr_5_25.fasta tr_5_45.fasta" "tr_5_25.fasta tr_5_46.fasta" "tr_5_25.fasta tr_5_47.fasta" "tr_5_25.fasta tr_5_48.fasta" "tr_5_25.fasta tr_5_49.fasta" "tr_5_25.fasta tr_5_5.fasta" "tr_5_25.fasta tr_5_50.fasta" "tr_5_25.fasta tr_5_6.fasta" "tr_5_25.fasta tr_5_7.fasta" "tr_5_25.fasta tr_5_8.fasta" "tr_5_25.fasta tr_5_9.fasta"
"tr_5_26.fasta" "0.062012464283721" "0.069682821597213" "0.0486068402317114" "0.0556871787676068" "0.0901227869279405" "0.0458295229042232" "0.0592332173522526" "0.0673320751858566" "0.0552281408462502" "0.0498433912963509" "0.071117775308262" "0.0530117929957856" "0.0434644218347741" "0.0634156193271999" "0.0725590054535681" "0.0816361525522857" "0.0677275017713698" "0.0560924579495792" "tr_5_26.fasta tr_5_26.fasta" "tr_5_26.fasta tr_5_27.fasta" "tr_5_26.fasta tr_5_28.fasta" "tr_5_26.fasta tr_5_29.fasta" "tr_5_26.fasta tr_5_3.fasta" "tr_5_26.fasta tr_5_30.fasta" "tr_5_26.fasta tr_5_31.fasta" "tr_5_26.fasta tr_5_32.fasta" "tr_5_26.fasta tr_5_33.fasta" "tr_5_26.fasta tr_5_34.fasta" "tr_5_26.fasta tr_5_35.fasta" "tr_5_26.fasta tr_5_36.fasta" "tr_5_26.fasta tr_5_37.fasta" "tr_5_26.fasta tr_5_38.fasta" "tr_5_26.fasta tr_5_39.fasta" "tr_5_26.fasta tr_5_4.fasta" "tr_5_26.fasta tr_5_40.fasta" "tr_5_26.fasta tr_5_41.fasta" "tr_5_26.fasta tr_5_42.fasta" "tr_5_26.fasta tr_5_43.fasta" "tr_5_26.fasta tr_5_44.fasta" "tr_5_26.fasta tr_5_45.fasta" "tr_5_26.fasta tr_5_46.fasta" "tr_5_26.fasta tr_5_47.fasta" "tr_5_26.fasta tr_5_48.fasta" "tr_5_26.fasta tr_5_49.fasta" "tr_5_26.fasta tr_5_5.fasta" "tr_5_26.fasta tr_5_50.fasta" "tr_5_26.fasta tr_5_6.fasta" "tr_5_26.fasta tr_5_7.fasta" "tr_5_26.fasta tr_5_8.fasta" "tr_5_26.fasta tr_5_9.fasta"
"tr_5_27.fasta" "0.0376013675176274" "0.046510155961479" "0.0343672355081178" "0.0320460324534917" "0.0595914200449479" "0.0461947277840498" "0.0457784819726276" "0.0411943417643014" "0.0395660874206044" "0.0265625158854621" "0.0540900425510892" "0.0404766372028134" "0.0404507050533852" "0.0388952522948254" "0.0428795691090123" "0.0504681540337479" "0.0435865442874026" "0.0529714797776552" "0.038773381801831" "tr_5_27.fasta tr_5_27.fasta" "tr_5_27.fasta tr_5_28.fasta" "tr_5_27.fasta tr_5_29.fasta" "tr_5_27.fasta tr_5_3.fasta" "tr_5_27.fasta tr_5_30.fasta" "tr_5_27.fasta tr_5_31.fasta" "tr_5_27.fasta tr_5_32.fasta" "tr_5_27.fasta tr_5_33.fasta" "tr_5_27.fasta tr_5_34.fasta" "tr_5_27.fasta tr_5_35.fasta" "tr_5_27.fasta tr_5_36.fasta" "tr_5_27.fasta tr_5_37.fasta" "tr_5_27.fasta tr_5_38.fasta" "tr_5_27.fasta tr_5_39.fasta" "tr_5_27.fasta tr_5_4.fasta" "tr_5_27.fasta tr_5_40.fasta" "tr_5_27.fasta tr_5_41.fasta" "tr_5_27.fasta tr_5_42.fasta" "tr_5_27.fasta tr_5_43.fasta" "tr_5_27.fasta tr_5_44.fasta" "tr_5_27.fasta tr_5_45.fasta" "tr_5_27.fasta tr_5_46.fasta" "tr_5_27.fasta tr_5_47.fasta" "tr_5_27.fasta tr_5_48.fasta" "tr_5_27.fasta tr_5_49.fasta" "tr_5_27.fasta tr_5_5.fasta" "tr_5_27.fasta tr_5_50.fasta" "tr_5_27.fasta tr_5_6.fasta" "tr_5_27.fasta tr_5_7.fasta" "tr_5_27.fasta tr_5_8.fasta" "tr_5_27.fasta tr_5_9.fasta"
"tr_5_28.fasta" "0.0545137164198501" "0.0509339756905777" "0.0362997868173736" "0.0375681392563547" "0.0584469869594578" "0.0440647161385786" "0.0479476615700121" "0.050622928115708" "0.0329551686574642" "0.0423586194551866" "0.0437312992472247" "0.0473450401687745" "0.0389565123059061" "0.0428193449956035" "0.0550296264375198" "0.0550383760580897" "0.0610685893908262" "0.0521627347396527" "0.0415153424391689" "0.034029314839457" "tr_5_28.fasta tr_5_28.fasta" "tr_5_28.fasta tr_5_29.fasta" "tr_5_28.fasta tr_5_3.fasta" "tr_5_28.fasta tr_5_30.fasta" "tr_5_28.fasta tr_5_31.fasta" "tr_5_28.fasta tr_5_32.fasta" "tr_5_28.fasta tr_5_33.fasta" "tr_5_28.fasta tr_5_34.fasta" "tr_5_28.fasta tr_5_35.fasta" "tr_5_28.fasta tr_5_36.fasta" "tr_5_28.fasta tr_5_37.fasta" "tr_5_28.fasta tr_5_38.fasta" "tr_5_28.fasta tr_5_39.fasta" "tr_5_28.fasta tr_5_4.fasta" "tr_5_28.fasta tr_5_40.fasta" "tr_5_28.fasta tr_5_41.fasta" "tr_5_28.fasta tr_5_42.fasta" "tr_5_28.fasta tr_5_43.fasta" "tr_5_28.fasta tr_5_44.fasta" "tr_5_28.fasta tr_5_45.fasta" "tr_5_28.fasta tr_5_46.fasta" "tr_5_28.fasta tr_5_47.fasta" "tr_5_28.fasta tr_5_48.fasta" "tr_5_28.fasta tr_5_49.fasta" "tr_5_28.fasta tr_5_5.fasta" "tr_5_28.fasta tr_5_50.fasta" "tr_5_28.fasta tr_5_6.fasta" "tr_5_28.fasta tr_5_7.fasta" "tr_5_28.fasta tr_5_8.fasta" "tr_5_28.fasta tr_5_9.fasta"
"tr_5_29.fasta" "0.0282779678160515" "0.0480568644486098" "0.0434640158567848" "0.0354006725304939" "0.0568869012484007" "0.0497035442572778" "0.0486827587722421" "0.0334222660271551" "0.0531507375752059" "0.0316172768823595" "0.0549917891471934" "0.0412255171702575" "0.0533228383879848" "0.0358783134930765" "0.0455285687211854" "0.0472910344223341" "0.0332970373891703" "0.0584021333895849" "0.0488024576052687" "0.0247862569762656" "0.0456757629630775" "tr_5_29.fasta tr_5_29.fasta" "tr_5_29.fasta tr_5_3.fasta" "tr_5_29.fasta tr_5_30.fasta" "tr_5_29.fasta tr_5_31.fasta" "tr_5_29.fasta tr_5_32.fasta" "tr_5_29.fasta tr_5_33.fasta" "tr_5_29.fasta tr_5_34.fasta" "tr_5_29.fasta tr_5_35.fasta" "tr_5_29.fasta tr_5_36.fasta" "tr_5_29.fasta tr_5_37.fasta" "tr_5_29.fasta tr_5_38.fasta" "tr_5_29.fasta tr_5_39.fasta" "tr_5_29.fasta tr_5_4.fasta" "tr_5_29.fasta tr_5_40.fasta" "tr_5_29.fasta tr_5_41.fasta" "tr_5_29.fasta tr_5_42.fasta" "tr_5_29.fasta tr_5_43.fasta" "tr_5_29.fasta tr_5_44.fasta" "tr_5_29.fasta tr_5_45.fasta" "tr_5_29.fasta tr_5_46.fasta" "tr_5_29.fasta tr_5_47.fasta" "tr_5_29.fasta tr_5_48.fasta" "tr_5_29.fasta tr_5_49.fasta" "tr_5_29.fasta tr_5_5.fasta" "tr_5_29.fasta tr_5_50.fasta" "tr_5_29.fasta tr_5_6.fasta" "tr_5_29.fasta tr_5_7.fasta" "tr_5_29.fasta tr_5_8.fasta" "tr_5_29.fasta tr_5_9.fasta"
"tr_5_3.fasta" "0.0466882743681716" "0.0500357649869314" "0.0341259936850893" "0.0318754551929599" "0.0458675385080199" "0.052247619704797" "0.0476604045287416" "0.0373917424307165" "0.0382215838979093" "0.0421452693047452" "0.0448420347304132" "0.0365878499124309" "0.0369319700972721" "0.0422539015365273" "0.0414784620673151" "0.0531914364673363" "0.0515101181788834" "0.0487970356826862" "0.0505906783229061" "0.0393773976849242" "0.0343284578674241" "0.0427781038061931" "tr_5_3.fasta tr_5_3.fasta" "tr_5_3.fasta tr_5_30.fasta" "tr_5_3.fasta tr_5_31.fasta" "tr_5_3.fasta tr_5_32.fasta" "tr_5_3.fasta tr_5_33.fasta" "tr_5_3.fasta tr_5_34.fasta" "tr_5_3.fasta tr_5_35.fasta" "tr_5_3.fasta tr_5_36.fasta" "tr_5_3.fasta tr_5_37.fasta" "tr_5_3.fasta tr_5_38.fasta" "tr_5_3.fasta tr_5_39.fasta" "tr_5_3.fasta tr_5_4.fasta" "tr_5_3.fasta tr_5_40.fasta" "tr_5_3.fasta tr_5_41.fasta" "tr_5_3.fasta tr_5_42.fasta" "tr_5_3.fasta tr_5_43.fasta" "tr_5_3.fasta tr_5_44.fasta" "tr_5_3.fasta tr_5_45.fasta" "tr_5_3.fasta tr_5_46.fasta" "tr_5_3.fasta tr_5_47.fasta" "tr_5_3.fasta tr_5_48.fasta" "tr_5_3.fasta tr_5_49.fasta" "tr_5_3.fasta tr_5_5.fasta" "tr_5_3.fasta tr_5_50.fasta" "tr_5_3.fasta tr_5_6.fasta" "tr_5_3.fasta tr_5_7.fasta" "tr_5_3.fasta tr_5_8.fasta" "tr_5_3.fasta tr_5_9.fasta"
"tr_5_30.fasta" "0.0517192557152724" "0.0387661025152655" "0.0365458454841779" "0.0393834033059733" "0.038529799185063" "0.0644792293694318" "0.0409715925437151" "0.0480316193956875" "0.0394113834802159" "0.0386156750177922" "0.0250820208328991" "0.0488531774624762" "0.0592533658292995" "0.0237766809970799" "0.0348341531117762" "0.0414636968880971" "0.0487776466349377" "0.051507922548368" "0.0688711641683729" "0.0439984230051422" "0.0378984891460889" "0.0501090226967505" "0.0425420127205605" "tr_5_30.fasta tr_5_30.fasta" "tr_5_30.fasta tr_5_31.fasta" "tr_5_30.fasta tr_5_32.fasta" "tr_5_30.fasta tr_5_33.fasta" "tr_5_30.fasta tr_5_34.fasta" "tr_5_30.fasta tr_5_35.fasta" "tr_5_30.fasta tr_5_36.fasta" "tr_5_30.fasta tr_5_37.fasta" "tr_5_30.fasta tr_5_38.fasta" "tr_5_30.fasta tr_5_39.fasta" "tr_5_30.fasta tr_5_4.fasta" "tr_5_30.fasta tr_5_40.fasta" "tr_5_30.fasta tr_5_41.fasta" "tr_5_30.fasta tr_5_42.fasta" "tr_5_30.fasta tr_5_43.fasta" "tr_5_30.fasta tr_5_44.fasta" "tr_5_30.fasta tr_5_45.fasta" "tr_5_30.fasta tr_5_46.fasta" "tr_5_30.fasta tr_5_47.fasta" "tr_5_30.fasta tr_5_48.fasta" "tr_5_30.fasta tr_5_49.fasta" "tr_5_30.fasta tr_5_5.fasta" "tr_5_30.fasta tr_5_50.fasta" "tr_5_30.fasta tr_5_6.fasta" "tr_5_30.fasta tr_5_7.fasta" "tr_5_30.fasta tr_5_8.fasta" "tr_5_30.fasta tr_5_9.fasta"
