"V1" "V2"
"tr_2_10.fasta" "247"
"tr_2_11.fasta" "223"
"tr_2_12.fasta" "238"
"tr_2_13.fasta" "239"
"tr_2_14.fasta" "223"
"tr_2_15.fasta" "270"
"tr_2_16.fasta" "240"
"tr_2_17.fasta" "229"
"tr_2_18.fasta" "241"
"tr_2_19.fasta" "259"
"tr_2_20.fasta" "246"
"tr_2_21.fasta" "257"
"tr_2_22.fasta" "240"
"tr_2_23.fasta" "246"
"tr_2_24.fasta" "269"
"tr_2_25.fasta" "231"
"tr_2_26.fasta" "248"
"tr_2_27.fasta" "248"
"tr_2_28.fasta" "241"
"tr_2_29.fasta" "257"
"tr_2_30.fasta" "231"
"tr_2_31.fasta" "243"
"tr_2_32.fasta" "248"
"tr_2_33.fasta" "241"
"tr_2_34.fasta" "236"
"tr_2_35.fasta" "247"
"tr_2_36.fasta" "261"
"tr_2_37.fasta" "250"
"tr_2_38.fasta" "227"
"tr_2_39.fasta" "274"
"tr_2_40.fasta" "254"
"tr_2_41.fasta" "231"
"tr_2_42.fasta" "240"
"tr_2_43.fasta" "215"
"tr_2_44.fasta" "239"
"tr_2_45.fasta" "241"
"tr_2_46.fasta" "252"
"tr_2_47.fasta" "263"
"tr_2_48.fasta" "261"
"tr_2_49.fasta" "230"
"tr_2_50.fasta" "226"
"tr_2_51.fasta" "239"
"tr_2_52.fasta" "255"
"tr_2_53.fasta" "222"
"tr_2_54.fasta" "253"
"tr_2_55.fasta" "236"
"tr_2_56.fasta" "244"
"tr_2_57.fasta" "247"
"tr_2_58.fasta" "251"
"tr_2_59.fasta" "209"
"tr_2_60.fasta" "244"
"tr_2_61.fasta" "240"
"tr_2_62.fasta" "242"
"tr_2_63.fasta" "238"
"tr_2_64.fasta" "265"
"tr_2_65.fasta" "235"
"tr_2_66.fasta" "238"
"tr_2_67.fasta" "246"
"tr_2_68.fasta" "241"
"tr_2_69.fasta" "269"
"tr_2_70.fasta" "229"
"tr_2_71.fasta" "250"
"tr_2_72.fasta" "252"
"tr_2_73.fasta" "265"
"tr_2_74.fasta" "227"
"tr_2_75.fasta" "237"
"tr_2_76.fasta" "261"
"tr_2_77.fasta" "230"
"tr_2_78.fasta" "238"
"tr_2_79.fasta" "258"
"tr_2_80.fasta" "240"
"tr_2_81.fasta" "269"
"tr_2_82.fasta" "239"
"tr_2_83.fasta" "250"
"tr_2_84.fasta" "248"
"tr_2_85.fasta" "231"
"tr_2_86.fasta" "259"
"tr_2_87.fasta" "254"
"tr_2_88.fasta" "224"
"tr_2_89.fasta" "240"
"tr_2_90.fasta" "263"
"tr_2_91.fasta" "247"
"tr_2_92.fasta" "241"
"tr_2_93.fasta" "233"
"tr_2_94.fasta" "253"
"tr_2_95.fasta" "229"
"tr_2_96.fasta" "252"
"tr_2_97.fasta" "263"
"tr_2_98.fasta" "238"
"tr_2_99.fasta" "260"
"tr_2_100.fasta" "244"
"tr_3_1.fasta" "240"
"tr_3_2.fasta" "254"
"tr_3_3.fasta" "249"
"tr_3_4.fasta" "256"
"tr_3_5.fasta" "257"
"tr_3_6.fasta" "231"
"tr_3_7.fasta" "246"
"tr_3_8.fasta" "263"
"tr_3_9.fasta" "260"
"tr_3_10.fasta" "229"
"tr_3_11.fasta" "243"
"tr_3_12.fasta" "259"
"tr_3_13.fasta" "269"
"tr_3_14.fasta" "251"
"tr_3_15.fasta" "223"
"tr_3_16.fasta" "250"
"tr_3_17.fasta" "249"
"tr_3_18.fasta" "234"
"tr_3_19.fasta" "256"
"tr_3_20.fasta" "240"
"tr_3_21.fasta" "257"
"tr_3_22.fasta" "239"
"tr_3_23.fasta" "249"
"tr_3_24.fasta" "227"
"tr_3_25.fasta" "257"
"tr_3_26.fasta" "238"
"tr_3_27.fasta" "250"
"tr_3_28.fasta" "267"
"tr_3_29.fasta" "229"
"tr_3_30.fasta" "256"
"tr_3_31.fasta" "234"
"tr_3_32.fasta" "242"
"tr_3_33.fasta" "236"
"tr_3_34.fasta" "251"
"tr_3_35.fasta" "297"
"tr_3_36.fasta" "230"
"tr_3_37.fasta" "229"
"tr_3_38.fasta" "247"
"tr_3_39.fasta" "229"
"tr_3_40.fasta" "251"
"tr_3_41.fasta" "257"
"tr_3_42.fasta" "244"
"tr_3_43.fasta" "246"
"tr_3_44.fasta" "247"
"tr_3_45.fasta" "232"
"tr_3_46.fasta" "239"
"tr_3_47.fasta" "249"
"tr_3_48.fasta" "248"
"tr_3_49.fasta" "242"
"tr_3_50.fasta" "254"
"tr_3_51.fasta" "229"
"tr_3_52.fasta" "254"
"tr_3_53.fasta" "233"
"tr_3_54.fasta" "255"
"tr_3_55.fasta" "243"
"tr_3_56.fasta" "247"
"tr_3_57.fasta" "257"
"tr_3_58.fasta" "226"
"tr_3_59.fasta" "261"
"tr_3_60.fasta" "259"
"tr_3_61.fasta" "235"
"tr_3_62.fasta" "260"
"tr_3_63.fasta" "211"
"tr_3_64.fasta" "241"
"tr_3_65.fasta" "239"
"tr_3_66.fasta" "263"
"tr_3_67.fasta" "268"
"tr_3_68.fasta" "227"
"tr_3_69.fasta" "252"
"tr_3_70.fasta" "240"
"tr_3_71.fasta" "251"
"tr_3_72.fasta" "270"
"tr_3_73.fasta" "239"
"tr_3_74.fasta" "255"
"tr_3_75.fasta" "236"
"tr_3_76.fasta" "265"
"tr_3_77.fasta" "205"
"tr_3_78.fasta" "232"
"tr_3_79.fasta" "269"
"tr_3_80.fasta" "242"
"tr_3_81.fasta" "246"
"tr_3_82.fasta" "272"
"tr_3_83.fasta" "245"
"tr_3_84.fasta" "264"
"tr_3_85.fasta" "245"
"tr_3_86.fasta" "227"
"tr_3_87.fasta" "236"
"tr_3_88.fasta" "220"
"tr_3_89.fasta" "248"
"tr_3_90.fasta" "258"
"tr_3_91.fasta" "240"
"tr_3_92.fasta" "245"
"tr_3_93.fasta" "244"
"tr_3_94.fasta" "244"
"tr_3_95.fasta" "234"
"tr_3_96.fasta" "240"
"tr_3_97.fasta" "239"
"tr_3_98.fasta" "249"
"tr_3_99.fasta" "240"
"tr_3_100.fasta" "241"
"tr_4_1.fasta" "283"
"tr_4_2.fasta" "267"
"tr_4_3.fasta" "272"
"tr_4_4.fasta" "266"
"tr_4_5.fasta" "257"
"tr_4_6.fasta" "268"
"tr_4_7.fasta" "268"
"tr_4_8.fasta" "269"
"tr_4_9.fasta" "294"
"tr_4_10.fasta" "298"
"tr_4_11.fasta" "259"
"tr_4_12.fasta" "254"
"tr_4_13.fasta" "264"
"tr_4_14.fasta" "269"
"tr_4_15.fasta" "279"
"tr_4_16.fasta" "274"
"tr_4_17.fasta" "283"
"tr_4_18.fasta" "296"
"tr_4_19.fasta" "266"
"tr_4_20.fasta" "282"
"tr_4_21.fasta" "272"
"tr_4_22.fasta" "277"
"tr_4_23.fasta" "251"
"tr_4_24.fasta" "268"
"tr_4_25.fasta" "279"
"tr_4_26.fasta" "268"
"tr_4_27.fasta" "286"
"tr_4_28.fasta" "282"
"tr_4_29.fasta" "274"
"tr_4_30.fasta" "281"
"tr_4_31.fasta" "243"
"tr_4_32.fasta" "294"
"tr_4_33.fasta" "266"
"tr_4_34.fasta" "294"
"tr_4_35.fasta" "274"
"tr_4_36.fasta" "272"
"tr_4_37.fasta" "262"
"tr_4_38.fasta" "287"
"tr_4_39.fasta" "287"
"tr_4_40.fasta" "273"
"tr_4_41.fasta" "277"
"tr_4_42.fasta" "281"
"tr_4_43.fasta" "275"
"tr_4_44.fasta" "261"
"tr_4_45.fasta" "270"
"tr_4_46.fasta" "279"
"tr_4_47.fasta" "292"
"tr_4_48.fasta" "281"
"tr_4_49.fasta" "266"
"tr_4_50.fasta" "287"
"tr_4_51.fasta" "271"
"tr_4_52.fasta" "294"
"tr_4_53.fasta" "252"
"tr_4_54.fasta" "265"
"tr_4_55.fasta" "269"
"tr_4_56.fasta" "269"
"tr_4_57.fasta" "285"
"tr_4_58.fasta" "260"
"tr_4_59.fasta" "284"
"tr_4_60.fasta" "290"
"tr_4_61.fasta" "256"
"tr_4_62.fasta" "266"
"tr_4_63.fasta" "265"
"tr_4_64.fasta" "308"
"tr_4_65.fasta" "278"
"tr_4_66.fasta" "282"
"tr_4_67.fasta" "271"
"tr_4_68.fasta" "262"
"tr_4_69.fasta" "302"
"tr_4_70.fasta" "288"
"tr_4_71.fasta" "266"
"tr_4_72.fasta" "269"
"tr_4_73.fasta" "283"
"tr_4_74.fasta" "272"
"tr_4_75.fasta" "277"
"tr_4_76.fasta" "275"
"tr_4_77.fasta" "289"
"tr_4_78.fasta" "260"
"tr_4_79.fasta" "269"
"tr_4_80.fasta" "277"
"tr_4_81.fasta" "254"
"tr_4_82.fasta" "279"
"tr_4_83.fasta" "289"
"tr_4_84.fasta" "267"
"tr_4_85.fasta" "272"
"tr_4_86.fasta" "283"
"tr_4_87.fasta" "265"
"tr_4_88.fasta" "270"
"tr_4_89.fasta" "280"
"tr_4_90.fasta" "266"
"tr_4_91.fasta" "240"
"tr_4_92.fasta" "286"
"tr_4_93.fasta" "279"
"tr_4_94.fasta" "280"
"tr_4_95.fasta" "273"
"tr_4_96.fasta" "263"
"tr_4_97.fasta" "273"
"tr_4_98.fasta" "263"
"tr_4_99.fasta" "271"
"tr_4_100.fasta" "276"
"tr_5_1.fasta" "601"
"tr_5_2.fasta" "615"
"tr_5_3.fasta" "610"
"tr_5_4.fasta" "596"
"tr_5_5.fasta" "598"
"tr_5_6.fasta" "620"
"tr_5_7.fasta" "612"
"tr_5_8.fasta" "599"
"tr_5_9.fasta" "611"
"tr_5_10.fasta" "610"
"tr_5_11.fasta" "622"
"tr_5_12.fasta" "641"
"tr_5_13.fasta" "594"
"tr_5_14.fasta" "585"
"tr_5_15.fasta" "600"
"tr_5_16.fasta" "589"
"tr_5_17.fasta" "619"
"tr_5_18.fasta" "602"
"tr_5_19.fasta" "599"
"tr_5_20.fasta" "604"
"tr_5_21.fasta" "586"
"tr_5_22.fasta" "608"
"tr_5_23.fasta" "603"
"tr_5_24.fasta" "623"
"tr_5_25.fasta" "591"
"tr_5_26.fasta" "615"
"tr_5_27.fasta" "618"
"tr_5_28.fasta" "619"
"tr_5_29.fasta" "620"
"tr_5_30.fasta" "596"
"tr_5_31.fasta" "610"
"tr_5_32.fasta" "632"
"tr_5_33.fasta" "622"
"tr_5_34.fasta" "622"
"tr_5_35.fasta" "632"
"tr_5_36.fasta" "590"
"tr_5_37.fasta" "610"
"tr_5_38.fasta" "614"
"tr_5_39.fasta" "606"
"tr_5_40.fasta" "591"
"tr_5_41.fasta" "613"
"tr_5_42.fasta" "591"
"tr_5_43.fasta" "587"
"tr_5_44.fasta" "615"
"tr_5_45.fasta" "610"
"tr_5_46.fasta" "594"
"tr_5_47.fasta" "617"
"tr_5_48.fasta" "613"
"tr_5_49.fasta" "596"
"tr_5_50.fasta" "626"
