"V1" "V2"
"tr_1_pm_2_15.fasta" "239"
"tr_1_pm_2_16.fasta" "236"
"tr_1_pm_2_17.fasta" "212"
"tr_1_pm_2_18.fasta" "240"
"tr_1_pm_2_19.fasta" "240"
"tr_1_pm_2_20.fasta" "250"
"tr_1_pm_2_21.fasta" "246"
"tr_1_pm_2_22.fasta" "260"
"tr_1_pm_2_23.fasta" "266"
"tr_1_pm_2_24.fasta" "237"
"tr_1_pm_2_25.fasta" "254"
"tr_1_pm_2_26.fasta" "247"
"tr_1_pm_2_27.fasta" "255"
"tr_1_pm_2_28.fasta" "253"
"tr_1_pm_2_29.fasta" "249"
"tr_1_pm_2_30.fasta" "257"
"tr_1_pm_2_31.fasta" "243"
"tr_1_pm_2_32.fasta" "247"
"tr_1_pm_2_33.fasta" "235"
"tr_1_pm_2_34.fasta" "241"
"tr_1_pm_2_35.fasta" "270"
"tr_1_pm_2_36.fasta" "242"
"tr_1_pm_2_37.fasta" "256"
"tr_1_pm_2_38.fasta" "231"
"tr_1_pm_2_39.fasta" "239"
"tr_1_pm_2_40.fasta" "233"
"tr_1_pm_3_1.fasta" "426"
"tr_1_pm_3_2.fasta" "432"
"tr_1_pm_3_3.fasta" "432"
"tr_1_pm_3_4.fasta" "453"
"tr_1_pm_3_5.fasta" "415"
"tr_1_pm_3_6.fasta" "429"
"tr_1_pm_3_7.fasta" "402"
"tr_1_pm_3_8.fasta" "431"
"tr_1_pm_3_9.fasta" "421"
"tr_1_pm_3_10.fasta" "440"
"tr_1_pm_3_11.fasta" "438"
"tr_1_pm_3_12.fasta" "428"
"tr_1_pm_3_13.fasta" "400"
"tr_1_pm_3_14.fasta" "408"
"tr_1_pm_3_15.fasta" "390"
"tr_1_pm_3_16.fasta" "409"
"tr_1_pm_3_17.fasta" "425"
"tr_1_pm_3_18.fasta" "405"
"tr_1_pm_3_19.fasta" "449"
"tr_1_pm_3_20.fasta" "403"
"tr_1_pm_3_21.fasta" "435"
"tr_1_pm_3_22.fasta" "440"
"tr_1_pm_3_23.fasta" "408"
"tr_1_pm_3_24.fasta" "404"
"tr_1_pm_3_25.fasta" "394"
"tr_1_pm_3_26.fasta" "431"
"tr_1_pm_3_27.fasta" "430"
"tr_1_pm_3_28.fasta" "400"
"tr_1_pm_3_29.fasta" "413"
"tr_1_pm_3_30.fasta" "440"
"tr_2_pm_1_1.fasta" "689"
"tr_2_pm_1_2.fasta" "698"
"tr_2_pm_1_3.fasta" "700"
"tr_2_pm_1_4.fasta" "723"
"tr_2_pm_1_5.fasta" "728"
"tr_2_pm_1_6.fasta" "741"
"tr_2_pm_1_7.fasta" "703"
"tr_2_pm_1_8.fasta" "700"
"tr_2_pm_1_9.fasta" "692"
"tr_2_pm_1_10.fasta" "709"
"tr_2_pm_1_11.fasta" "699"
"tr_2_pm_1_12.fasta" "717"
"tr_2_pm_1_13.fasta" "692"
"tr_2_pm_1_14.fasta" "737"
"tr_2_pm_1_15.fasta" "733"
"tr_2_pm_1_16.fasta" "716"
"tr_2_pm_1_17.fasta" "700"
"tr_2_pm_1_18.fasta" "691"
"tr_2_pm_1_19.fasta" "713"
"tr_2_pm_1_20.fasta" "705"
"tr_2_pm_1_21.fasta" "687"
"tr_2_pm_1_22.fasta" "706"
"tr_2_pm_1_23.fasta" "711"
"tr_2_pm_1_24.fasta" "708"
"tr_2_pm_1_25.fasta" "719"
"tr_2_pm_1_26.fasta" "714"
"tr_2_pm_1_27.fasta" "701"
"tr_2_pm_1_28.fasta" "704"
"tr_2_pm_1_29.fasta" "720"
"tr_2_pm_1_30.fasta" "703"
"tr_2_pm_1_31.fasta" "715"
"tr_2_pm_1_32.fasta" "726"
"tr_2_pm_1_33.fasta" "729"
"tr_2_pm_1_34.fasta" "713"
"tr_2_pm_1_35.fasta" "703"
"tr_2_pm_1_36.fasta" "724"
"tr_2_pm_1_37.fasta" "717"
"tr_2_pm_1_38.fasta" "717"
"tr_2_pm_1_39.fasta" "683"
"tr_2_pm_1_40.fasta" "714"
"tr_2_pm_2_1.fasta" "690"
"tr_2_pm_2_2.fasta" "704"
"tr_2_pm_2_3.fasta" "683"
"tr_2_pm_2_4.fasta" "718"
"tr_2_pm_2_5.fasta" "680"
"tr_2_pm_2_6.fasta" "716"
"tr_2_pm_2_7.fasta" "713"
"tr_2_pm_2_8.fasta" "709"
"tr_2_pm_2_9.fasta" "689"
"tr_2_pm_2_10.fasta" "719"
"tr_2_pm_2_11.fasta" "683"
"tr_2_pm_2_12.fasta" "673"
"tr_2_pm_2_13.fasta" "690"
"tr_2_pm_2_14.fasta" "709"
"tr_2_pm_2_15.fasta" "733"
"tr_2_pm_2_16.fasta" "681"
"tr_2_pm_2_17.fasta" "686"
"tr_2_pm_2_18.fasta" "694"
"tr_2_pm_2_19.fasta" "697"
"tr_2_pm_2_20.fasta" "713"
"tr_2_pm_2_21.fasta" "693"
"tr_2_pm_2_22.fasta" "699"
"tr_2_pm_2_23.fasta" "692"
"tr_2_pm_2_24.fasta" "702"
"tr_2_pm_2_25.fasta" "708"
"tr_2_pm_2_26.fasta" "691"
"tr_2_pm_2_27.fasta" "698"
"tr_2_pm_2_28.fasta" "699"
"tr_2_pm_2_29.fasta" "698"
"tr_2_pm_2_30.fasta" "684"
"tr_2_pm_3_1.fasta" "687"
"tr_2_pm_3_2.fasta" "687"
"tr_2_pm_3_3.fasta" "693"
"tr_2_pm_3_4.fasta" "701"
"tr_2_pm_3_5.fasta" "640"
"tr_2_pm_3_6.fasta" "656"
"tr_2_pm_3_7.fasta" "684"
"tr_2_pm_3_8.fasta" "652"
"tr_2_pm_3_9.fasta" "691"
"tr_2_pm_3_10.fasta" "682"
"tr_2_pm_3_11.fasta" "688"
"tr_2_pm_3_12.fasta" "675"
"tr_2_pm_3_13.fasta" "682"
"tr_2_pm_3_14.fasta" "712"
"tr_2_pm_3_15.fasta" "700"
"tr_2_pm_3_16.fasta" "706"
"tr_2_pm_3_17.fasta" "679"
"tr_2_pm_3_18.fasta" "666"
"tr_2_pm_3_19.fasta" "698"
"tr_2_pm_3_20.fasta" "700"
"tr_2_pm_3_21.fasta" "707"
"tr_2_pm_3_22.fasta" "694"
"tr_2_pm_3_23.fasta" "703"
"tr_2_pm_3_24.fasta" "659"
"tr_2_pm_3_25.fasta" "685"
"tr_2_pm_3_26.fasta" "688"
"tr_2_pm_3_27.fasta" "681"
"tr_2_pm_3_28.fasta" "681"
"tr_2_pm_3_29.fasta" "666"
"tr_2_pm_3_30.fasta" "669"
"tr_3_pm_1_1.fasta" "746"
"tr_3_pm_1_2.fasta" "719"
"tr_3_pm_1_3.fasta" "732"
"tr_3_pm_1_4.fasta" "715"
"tr_3_pm_1_5.fasta" "716"
"tr_3_pm_1_6.fasta" "718"
"tr_3_pm_1_7.fasta" "696"
"tr_3_pm_1_8.fasta" "701"
"tr_3_pm_1_9.fasta" "708"
"tr_3_pm_1_10.fasta" "725"
"tr_3_pm_1_11.fasta" "719"
"tr_3_pm_1_12.fasta" "725"
"tr_3_pm_1_13.fasta" "741"
"tr_3_pm_1_14.fasta" "729"
"tr_3_pm_1_15.fasta" "735"
"tr_3_pm_1_16.fasta" "722"
"tr_3_pm_1_17.fasta" "716"
"tr_3_pm_1_18.fasta" "695"
"tr_3_pm_1_19.fasta" "713"
"tr_3_pm_1_20.fasta" "688"
"tr_3_pm_1_21.fasta" "729"
"tr_3_pm_1_22.fasta" "700"
"tr_3_pm_1_23.fasta" "703"
"tr_3_pm_1_24.fasta" "702"
"tr_3_pm_1_25.fasta" "721"
"tr_3_pm_1_26.fasta" "710"
"tr_3_pm_1_27.fasta" "714"
"tr_3_pm_1_28.fasta" "724"
"tr_3_pm_1_29.fasta" "726"
"tr_3_pm_1_30.fasta" "726"
"tr_3_pm_1_31.fasta" "744"
"tr_3_pm_1_32.fasta" "701"
"tr_3_pm_1_33.fasta" "722"
"tr_3_pm_1_34.fasta" "715"
"tr_3_pm_1_35.fasta" "691"
"tr_3_pm_1_36.fasta" "712"
"tr_3_pm_1_37.fasta" "723"
"tr_3_pm_1_38.fasta" "727"
"tr_3_pm_1_39.fasta" "727"
"tr_3_pm_1_40.fasta" "720"
"tr_3_pm_2_1.fasta" "701"
"tr_3_pm_2_2.fasta" "706"
"tr_3_pm_2_3.fasta" "711"
"tr_3_pm_2_4.fasta" "705"
"tr_3_pm_2_5.fasta" "699"
"tr_3_pm_2_6.fasta" "730"
"tr_3_pm_2_7.fasta" "732"
"tr_3_pm_2_8.fasta" "704"
"tr_3_pm_2_9.fasta" "700"
"tr_3_pm_2_10.fasta" "702"
"tr_3_pm_2_11.fasta" "704"
"tr_3_pm_2_12.fasta" "709"
"tr_3_pm_2_13.fasta" "714"
"tr_3_pm_2_14.fasta" "705"
"tr_3_pm_2_15.fasta" "692"
"tr_3_pm_2_16.fasta" "685"
"tr_3_pm_2_17.fasta" "726"
"tr_3_pm_2_18.fasta" "726"
"tr_3_pm_2_19.fasta" "698"
"tr_3_pm_2_20.fasta" "702"
"tr_3_pm_2_21.fasta" "704"
"tr_3_pm_2_22.fasta" "710"
"tr_3_pm_2_23.fasta" "712"
"tr_3_pm_2_24.fasta" "731"
"tr_3_pm_2_25.fasta" "732"
"tr_3_pm_2_26.fasta" "695"
"tr_3_pm_2_27.fasta" "701"
"tr_3_pm_2_28.fasta" "704"
"tr_3_pm_2_29.fasta" "711"
"tr_3_pm_2_30.fasta" "705"
"tr_3_pm_3_1.fasta" "543"
"tr_3_pm_3_2.fasta" "544"
"tr_3_pm_3_3.fasta" "506"
"tr_3_pm_3_4.fasta" "559"
"tr_3_pm_3_5.fasta" "539"
"tr_3_pm_3_6.fasta" "568"
"tr_3_pm_3_7.fasta" "558"
"tr_3_pm_3_8.fasta" "566"
"tr_3_pm_3_9.fasta" "535"
"tr_3_pm_3_10.fasta" "550"
"tr_3_pm_3_11.fasta" "561"
"tr_3_pm_3_12.fasta" "521"
"tr_3_pm_3_13.fasta" "532"
"tr_3_pm_3_14.fasta" "544"
"tr_3_pm_3_15.fasta" "577"
"tr_3_pm_3_16.fasta" "532"
"tr_3_pm_3_17.fasta" "537"
"tr_3_pm_3_18.fasta" "529"
"tr_3_pm_3_19.fasta" "540"
"tr_3_pm_3_20.fasta" "544"
"tr_3_pm_3_21.fasta" "564"
"tr_3_pm_3_22.fasta" "569"
"tr_3_pm_3_23.fasta" "556"
"tr_3_pm_3_24.fasta" "590"
"tr_3_pm_3_25.fasta" "542"
"tr_3_pm_3_26.fasta" "521"
"tr_3_pm_3_27.fasta" "578"
"tr_3_pm_3_28.fasta" "520"
"tr_3_pm_3_29.fasta" "510"
"tr_3_pm_3_30.fasta" "535"
"tr_4_pm_1_1.fasta" "404"
"tr_4_pm_1_2.fasta" "412"
"tr_4_pm_1_3.fasta" "402"
"tr_4_pm_1_4.fasta" "406"
"tr_4_pm_1_5.fasta" "365"
"tr_4_pm_1_6.fasta" "376"
"tr_4_pm_1_7.fasta" "388"
"tr_4_pm_1_8.fasta" "414"
"tr_4_pm_1_9.fasta" "396"
"tr_4_pm_1_10.fasta" "413"
"tr_4_pm_1_11.fasta" "402"
"tr_4_pm_1_12.fasta" "404"
"tr_4_pm_1_13.fasta" "400"
"tr_4_pm_1_14.fasta" "423"
"tr_4_pm_1_15.fasta" "393"
"tr_4_pm_1_16.fasta" "418"
"tr_4_pm_1_17.fasta" "402"
"tr_4_pm_1_18.fasta" "379"
"tr_4_pm_1_19.fasta" "402"
"tr_4_pm_1_20.fasta" "398"
"tr_4_pm_1_21.fasta" "399"
"tr_4_pm_1_22.fasta" "409"
"tr_4_pm_1_23.fasta" "383"
"tr_4_pm_1_24.fasta" "386"
"tr_4_pm_1_25.fasta" "389"
"tr_4_pm_1_26.fasta" "366"
"tr_4_pm_1_27.fasta" "398"
"tr_4_pm_1_28.fasta" "387"
"tr_4_pm_1_29.fasta" "408"
"tr_4_pm_1_30.fasta" "409"
"tr_4_pm_1_31.fasta" "406"
"tr_4_pm_1_32.fasta" "399"
"tr_4_pm_1_33.fasta" "406"
"tr_4_pm_1_34.fasta" "411"
"tr_4_pm_1_35.fasta" "414"
"tr_4_pm_1_36.fasta" "370"
"tr_4_pm_1_37.fasta" "410"
"tr_4_pm_1_38.fasta" "380"
"tr_4_pm_1_39.fasta" "405"
"tr_4_pm_1_40.fasta" "396"
"tr_4_pm_2_1.fasta" "362"
"tr_4_pm_2_2.fasta" "366"
"tr_4_pm_2_3.fasta" "368"
"tr_4_pm_2_4.fasta" "360"
"tr_4_pm_2_5.fasta" "345"
"tr_4_pm_2_6.fasta" "365"
"tr_4_pm_2_7.fasta" "374"
"tr_4_pm_2_8.fasta" "368"
"tr_4_pm_2_9.fasta" "365"
"tr_4_pm_2_10.fasta" "363"
"tr_4_pm_2_11.fasta" "381"
"tr_4_pm_2_12.fasta" "373"
"tr_4_pm_2_13.fasta" "373"
"tr_4_pm_2_14.fasta" "350"
"tr_4_pm_2_15.fasta" "361"
"tr_4_pm_2_16.fasta" "378"
"tr_4_pm_2_17.fasta" "399"
"tr_4_pm_2_18.fasta" "401"
"tr_4_pm_2_19.fasta" "380"
"tr_4_pm_2_20.fasta" "358"
"tr_4_pm_2_21.fasta" "372"
"tr_4_pm_2_22.fasta" "365"
"tr_4_pm_2_23.fasta" "383"
"tr_4_pm_2_24.fasta" "367"
"tr_4_pm_2_25.fasta" "383"
"tr_4_pm_2_26.fasta" "369"
"tr_4_pm_2_27.fasta" "390"
"tr_4_pm_2_28.fasta" "376"
"tr_4_pm_2_29.fasta" "366"
"tr_4_pm_2_30.fasta" "392"
"tr_4_pm_3_1.fasta" "356"
"tr_4_pm_3_2.fasta" "381"
"tr_4_pm_3_3.fasta" "352"
"tr_4_pm_3_4.fasta" "363"
"tr_4_pm_3_5.fasta" "346"
"tr_4_pm_3_6.fasta" "373"
"tr_4_pm_3_7.fasta" "385"
"tr_4_pm_3_8.fasta" "357"
"tr_4_pm_3_9.fasta" "373"
"tr_4_pm_3_10.fasta" "336"
"tr_4_pm_3_11.fasta" "354"
"tr_4_pm_3_12.fasta" "333"
"tr_4_pm_3_13.fasta" "350"
"tr_4_pm_3_14.fasta" "340"
"tr_4_pm_3_15.fasta" "338"
"tr_4_pm_3_16.fasta" "381"
"tr_4_pm_3_17.fasta" "375"
"tr_4_pm_3_18.fasta" "360"
"tr_4_pm_3_19.fasta" "352"
"tr_4_pm_3_20.fasta" "348"
"tr_4_pm_3_21.fasta" "339"
"tr_4_pm_3_22.fasta" "366"
"tr_4_pm_3_23.fasta" "378"
"tr_4_pm_3_24.fasta" "355"
"tr_4_pm_3_25.fasta" "376"
"tr_4_pm_3_26.fasta" "380"
"tr_4_pm_3_27.fasta" "346"
"tr_4_pm_3_28.fasta" "361"
"tr_4_pm_3_29.fasta" "385"
"tr_4_pm_3_30.fasta" "348"
"tr_5_pm_1_1.fasta" "907"
"tr_5_pm_1_2.fasta" "911"
"tr_5_pm_1_3.fasta" "890"
"tr_5_pm_1_4.fasta" "894"
"tr_5_pm_1_5.fasta" "891"
"tr_5_pm_1_6.fasta" "883"
"tr_5_pm_1_7.fasta" "902"
"tr_5_pm_1_8.fasta" "901"
"tr_5_pm_1_9.fasta" "905"
"tr_5_pm_1_10.fasta" "888"
"tr_5_pm_1_11.fasta" "906"
"tr_5_pm_1_12.fasta" "894"
"tr_5_pm_1_13.fasta" "913"
"tr_5_pm_1_14.fasta" "902"
"tr_5_pm_1_15.fasta" "910"
"tr_5_pm_1_16.fasta" "896"
"tr_5_pm_1_17.fasta" "903"
"tr_5_pm_1_18.fasta" "897"
"tr_5_pm_1_19.fasta" "900"
"tr_5_pm_1_20.fasta" "887"
"tr_5_pm_1_21.fasta" "911"
"tr_5_pm_1_22.fasta" "892"
"tr_5_pm_1_23.fasta" "900"
"tr_5_pm_1_24.fasta" "902"
"tr_5_pm_1_25.fasta" "905"
"tr_5_pm_1_26.fasta" "902"
"tr_5_pm_1_27.fasta" "887"
"tr_5_pm_1_28.fasta" "916"
"tr_5_pm_1_29.fasta" "901"
"tr_5_pm_1_30.fasta" "899"
"tr_5_pm_1_31.fasta" "887"
"tr_5_pm_1_32.fasta" "876"
"tr_5_pm_1_33.fasta" "911"
"tr_5_pm_1_34.fasta" "911"
"tr_5_pm_1_35.fasta" "903"
"tr_5_pm_1_36.fasta" "897"
"tr_5_pm_1_37.fasta" "886"
"tr_5_pm_1_38.fasta" "903"
"tr_5_pm_1_39.fasta" "907"
"tr_5_pm_1_40.fasta" "890"
"tr_5_pm_2_1.fasta" "893"
"tr_5_pm_2_2.fasta" "891"
"tr_5_pm_2_3.fasta" "901"
"tr_5_pm_2_4.fasta" "880"
"tr_5_pm_2_5.fasta" "898"
"tr_5_pm_2_6.fasta" "902"
"tr_5_pm_2_7.fasta" "900"
"tr_5_pm_2_8.fasta" "899"
"tr_5_pm_2_9.fasta" "893"
"tr_5_pm_2_10.fasta" "886"
"tr_5_pm_2_11.fasta" "900"
"tr_5_pm_2_12.fasta" "886"
"tr_5_pm_2_13.fasta" "889"
"tr_5_pm_2_14.fasta" "886"
"tr_5_pm_2_15.fasta" "900"
"tr_5_pm_2_16.fasta" "893"
"tr_5_pm_2_17.fasta" "913"
"tr_5_pm_2_18.fasta" "880"
"tr_5_pm_2_19.fasta" "867"
"tr_5_pm_2_20.fasta" "894"
"tr_5_pm_2_21.fasta" "870"
"tr_5_pm_2_22.fasta" "891"
"tr_5_pm_2_23.fasta" "890"
"tr_5_pm_2_24.fasta" "875"
"tr_5_pm_2_25.fasta" "890"
"tr_5_pm_2_26.fasta" "906"
"tr_5_pm_2_27.fasta" "893"
"tr_5_pm_2_28.fasta" "904"
"tr_5_pm_2_29.fasta" "894"
"tr_5_pm_2_30.fasta" "882"
"tr_5_pm_3_1.fasta" "968"
"tr_5_pm_3_2.fasta" "955"
"tr_5_pm_3_3.fasta" "949"
"tr_5_pm_3_4.fasta" "960"
"tr_5_pm_3_5.fasta" "955"
"tr_5_pm_3_6.fasta" "956"
"tr_5_pm_3_7.fasta" "959"
"tr_5_pm_3_8.fasta" "960"
"tr_5_pm_3_9.fasta" "951"
"tr_5_pm_3_10.fasta" "954"
"tr_5_pm_3_11.fasta" "961"
"tr_5_pm_3_12.fasta" "943"
"tr_5_pm_3_13.fasta" "963"
"tr_5_pm_3_14.fasta" "954"
"tr_5_pm_3_15.fasta" "952"
"tr_5_pm_3_16.fasta" "957"
"tr_5_pm_3_17.fasta" "947"
"tr_5_pm_3_18.fasta" "969"
"tr_5_pm_3_19.fasta" "961"
"tr_5_pm_3_20.fasta" "959"
