"tr_1_109.fasta" "tr_1_116.fasta" "tr_1_123.fasta" "tr_1_126.fasta" "tr_1_141.fasta" "tr_1_16.fasta" "tr_1_2.fasta" "tr_1_28.fasta" "tr_1_29.fasta" "tr_1_42.fasta" "tr_1_7.fasta" "tr_1_70.fasta" "tr_1_82.fasta" "tr_2_16.fasta" "tr_2_20.fasta" "tr_2_28.fasta" "tr_2_3.fasta" "tr_2_39.fasta" "tr_2_5.fasta" "tr_2_50.fasta" "tr_2_75.fasta" "tr_2_85.fasta" "tr_2_90.fasta" "tr_2_91.fasta" "tr_3_1.fasta" "tr_3_24.fasta" "tr_3_30.fasta" "tr_3_33.fasta" "tr_3_43.fasta" "tr_3_47.fasta" "tr_3_69.fasta" "tr_3_7.fasta" "tr_3_71.fasta" "tr_4_12.fasta" "tr_4_23.fasta" "tr_4_36.fasta" "tr_4_44.fasta" "tr_4_45.fasta" "tr_4_66.fasta" "tr_4_74.fasta" "tr_4_78.fasta" "tr_4_87.fasta" "tr_4_92.fasta" "tr_4_95.fasta" "tr_5_13.fasta" "tr_5_26.fasta" "tr_5_29.fasta" "tr_5_36.fasta" "tr_5_46.fasta" "tr_5_48.fasta"
"tr_1_7.fasta" "0.0586253479778278" "0.11961498929734" "0.0492739764477619" "0.0715125245204108" "0.0996063542427734" "0.101993924883655" "0.0655214618250935" "0.0746044983316465" "0.10353762488699" "0.101568386983397" "tr_1_7.fasta tr_1_7.fasta" "tr_1_7.fasta tr_1_70.fasta" "tr_1_7.fasta tr_1_82.fasta" "tr_1_7.fasta tr_2_16.fasta" "tr_1_7.fasta tr_2_20.fasta" "tr_1_7.fasta tr_2_28.fasta" "tr_1_7.fasta tr_2_3.fasta" "tr_1_7.fasta tr_2_39.fasta" "tr_1_7.fasta tr_2_5.fasta" "tr_1_7.fasta tr_2_50.fasta" "tr_1_7.fasta tr_2_75.fasta" "tr_1_7.fasta tr_2_85.fasta" "tr_1_7.fasta tr_2_90.fasta" "tr_1_7.fasta tr_2_91.fasta" "tr_1_7.fasta tr_3_1.fasta" "tr_1_7.fasta tr_3_24.fasta" "tr_1_7.fasta tr_3_30.fasta" "tr_1_7.fasta tr_3_33.fasta" "tr_1_7.fasta tr_3_43.fasta" "tr_1_7.fasta tr_3_47.fasta" "tr_1_7.fasta tr_3_69.fasta" "tr_1_7.fasta tr_3_7.fasta" "tr_1_7.fasta tr_3_71.fasta" "tr_1_7.fasta tr_4_12.fasta" "tr_1_7.fasta tr_4_23.fasta" "tr_1_7.fasta tr_4_36.fasta" "tr_1_7.fasta tr_4_44.fasta" "tr_1_7.fasta tr_4_45.fasta" "tr_1_7.fasta tr_4_66.fasta" "tr_1_7.fasta tr_4_74.fasta" "tr_1_7.fasta tr_4_78.fasta" "tr_1_7.fasta tr_4_87.fasta" "tr_1_7.fasta tr_4_92.fasta" "tr_1_7.fasta tr_4_95.fasta" "tr_1_7.fasta tr_5_13.fasta" "tr_1_7.fasta tr_5_26.fasta" "tr_1_7.fasta tr_5_29.fasta" "tr_1_7.fasta tr_5_36.fasta" "tr_1_7.fasta tr_5_46.fasta" "tr_1_7.fasta tr_5_48.fasta"
"tr_1_70.fasta" "0.0630429836252338" "0.137315582955701" "0.0895707863432816" "0.0791243426382875" "0.0647872786131953" "0.0785642680060392" "0.0789160208025394" "0.0743745764233939" "0.0898969978625273" "0.0744040415852472" "0.077718354535197" "tr_1_70.fasta tr_1_70.fasta" "tr_1_70.fasta tr_1_82.fasta" "tr_1_70.fasta tr_2_16.fasta" "tr_1_70.fasta tr_2_20.fasta" "tr_1_70.fasta tr_2_28.fasta" "tr_1_70.fasta tr_2_3.fasta" "tr_1_70.fasta tr_2_39.fasta" "tr_1_70.fasta tr_2_5.fasta" "tr_1_70.fasta tr_2_50.fasta" "tr_1_70.fasta tr_2_75.fasta" "tr_1_70.fasta tr_2_85.fasta" "tr_1_70.fasta tr_2_90.fasta" "tr_1_70.fasta tr_2_91.fasta" "tr_1_70.fasta tr_3_1.fasta" "tr_1_70.fasta tr_3_24.fasta" "tr_1_70.fasta tr_3_30.fasta" "tr_1_70.fasta tr_3_33.fasta" "tr_1_70.fasta tr_3_43.fasta" "tr_1_70.fasta tr_3_47.fasta" "tr_1_70.fasta tr_3_69.fasta" "tr_1_70.fasta tr_3_7.fasta" "tr_1_70.fasta tr_3_71.fasta" "tr_1_70.fasta tr_4_12.fasta" "tr_1_70.fasta tr_4_23.fasta" "tr_1_70.fasta tr_4_36.fasta" "tr_1_70.fasta tr_4_44.fasta" "tr_1_70.fasta tr_4_45.fasta" "tr_1_70.fasta tr_4_66.fasta" "tr_1_70.fasta tr_4_74.fasta" "tr_1_70.fasta tr_4_78.fasta" "tr_1_70.fasta tr_4_87.fasta" "tr_1_70.fasta tr_4_92.fasta" "tr_1_70.fasta tr_4_95.fasta" "tr_1_70.fasta tr_5_13.fasta" "tr_1_70.fasta tr_5_26.fasta" "tr_1_70.fasta tr_5_29.fasta" "tr_1_70.fasta tr_5_36.fasta" "tr_1_70.fasta tr_5_46.fasta" "tr_1_70.fasta tr_5_48.fasta"
"tr_1_82.fasta" "0.101995796821415" "0.0888110521952351" "0.105792073237274" "0.0651759950545797" "0.12376184547518" "0.0879764565659756" "0.0940629318219252" "0.0506049714491585" "0.130016173346331" "0.0991977916730737" "0.0988402965289259" "0.106657865759434" "tr_1_82.fasta tr_1_82.fasta" "tr_1_82.fasta tr_2_16.fasta" "tr_1_82.fasta tr_2_20.fasta" "tr_1_82.fasta tr_2_28.fasta" "tr_1_82.fasta tr_2_3.fasta" "tr_1_82.fasta tr_2_39.fasta" "tr_1_82.fasta tr_2_5.fasta" "tr_1_82.fasta tr_2_50.fasta" "tr_1_82.fasta tr_2_75.fasta" "tr_1_82.fasta tr_2_85.fasta" "tr_1_82.fasta tr_2_90.fasta" "tr_1_82.fasta tr_2_91.fasta" "tr_1_82.fasta tr_3_1.fasta" "tr_1_82.fasta tr_3_24.fasta" "tr_1_82.fasta tr_3_30.fasta" "tr_1_82.fasta tr_3_33.fasta" "tr_1_82.fasta tr_3_43.fasta" "tr_1_82.fasta tr_3_47.fasta" "tr_1_82.fasta tr_3_69.fasta" "tr_1_82.fasta tr_3_7.fasta" "tr_1_82.fasta tr_3_71.fasta" "tr_1_82.fasta tr_4_12.fasta" "tr_1_82.fasta tr_4_23.fasta" "tr_1_82.fasta tr_4_36.fasta" "tr_1_82.fasta tr_4_44.fasta" "tr_1_82.fasta tr_4_45.fasta" "tr_1_82.fasta tr_4_66.fasta" "tr_1_82.fasta tr_4_74.fasta" "tr_1_82.fasta tr_4_78.fasta" "tr_1_82.fasta tr_4_87.fasta" "tr_1_82.fasta tr_4_92.fasta" "tr_1_82.fasta tr_4_95.fasta" "tr_1_82.fasta tr_5_13.fasta" "tr_1_82.fasta tr_5_26.fasta" "tr_1_82.fasta tr_5_29.fasta" "tr_1_82.fasta tr_5_36.fasta" "tr_1_82.fasta tr_5_46.fasta" "tr_1_82.fasta tr_5_48.fasta"
"tr_2_16.fasta" "0.207161507998584" "0.309595293082463" "0.22734481629739" "0.239752891251684" "0.225084943825409" "0.2280478504882" "0.281500800423191" "0.233564733721351" "0.192410493892148" "0.191517226323045" "0.253235810105961" "0.243242020000032" "0.317847686830737" "tr_2_16.fasta tr_2_16.fasta" "tr_2_16.fasta tr_2_20.fasta" "tr_2_16.fasta tr_2_28.fasta" "tr_2_16.fasta tr_2_3.fasta" "tr_2_16.fasta tr_2_39.fasta" "tr_2_16.fasta tr_2_5.fasta" "tr_2_16.fasta tr_2_50.fasta" "tr_2_16.fasta tr_2_75.fasta" "tr_2_16.fasta tr_2_85.fasta" "tr_2_16.fasta tr_2_90.fasta" "tr_2_16.fasta tr_2_91.fasta" "tr_2_16.fasta tr_3_1.fasta" "tr_2_16.fasta tr_3_24.fasta" "tr_2_16.fasta tr_3_30.fasta" "tr_2_16.fasta tr_3_33.fasta" "tr_2_16.fasta tr_3_43.fasta" "tr_2_16.fasta tr_3_47.fasta" "tr_2_16.fasta tr_3_69.fasta" "tr_2_16.fasta tr_3_7.fasta" "tr_2_16.fasta tr_3_71.fasta" "tr_2_16.fasta tr_4_12.fasta" "tr_2_16.fasta tr_4_23.fasta" "tr_2_16.fasta tr_4_36.fasta" "tr_2_16.fasta tr_4_44.fasta" "tr_2_16.fasta tr_4_45.fasta" "tr_2_16.fasta tr_4_66.fasta" "tr_2_16.fasta tr_4_74.fasta" "tr_2_16.fasta tr_4_78.fasta" "tr_2_16.fasta tr_4_87.fasta" "tr_2_16.fasta tr_4_92.fasta" "tr_2_16.fasta tr_4_95.fasta" "tr_2_16.fasta tr_5_13.fasta" "tr_2_16.fasta tr_5_26.fasta" "tr_2_16.fasta tr_5_29.fasta" "tr_2_16.fasta tr_5_36.fasta" "tr_2_16.fasta tr_5_46.fasta" "tr_2_16.fasta tr_5_48.fasta"
"tr_2_20.fasta" "0.188507490548241" "0.28982773154705" "0.202544505796082" "0.224728959660182" "0.191391683489596" "0.20784964748643" "0.253193996617247" "0.216175197514649" "0.180693715711948" "0.183512421492625" "0.235879487578366" "0.213010375989144" "0.242496510431995" "0.0650195127784058" "tr_2_20.fasta tr_2_20.fasta" "tr_2_20.fasta tr_2_28.fasta" "tr_2_20.fasta tr_2_3.fasta" "tr_2_20.fasta tr_2_39.fasta" "tr_2_20.fasta tr_2_5.fasta" "tr_2_20.fasta tr_2_50.fasta" "tr_2_20.fasta tr_2_75.fasta" "tr_2_20.fasta tr_2_85.fasta" "tr_2_20.fasta tr_2_90.fasta" "tr_2_20.fasta tr_2_91.fasta" "tr_2_20.fasta tr_3_1.fasta" "tr_2_20.fasta tr_3_24.fasta" "tr_2_20.fasta tr_3_30.fasta" "tr_2_20.fasta tr_3_33.fasta" "tr_2_20.fasta tr_3_43.fasta" "tr_2_20.fasta tr_3_47.fasta" "tr_2_20.fasta tr_3_69.fasta" "tr_2_20.fasta tr_3_7.fasta" "tr_2_20.fasta tr_3_71.fasta" "tr_2_20.fasta tr_4_12.fasta" "tr_2_20.fasta tr_4_23.fasta" "tr_2_20.fasta tr_4_36.fasta" "tr_2_20.fasta tr_4_44.fasta" "tr_2_20.fasta tr_4_45.fasta" "tr_2_20.fasta tr_4_66.fasta" "tr_2_20.fasta tr_4_74.fasta" "tr_2_20.fasta tr_4_78.fasta" "tr_2_20.fasta tr_4_87.fasta" "tr_2_20.fasta tr_4_92.fasta" "tr_2_20.fasta tr_4_95.fasta" "tr_2_20.fasta tr_5_13.fasta" "tr_2_20.fasta tr_5_26.fasta" "tr_2_20.fasta tr_5_29.fasta" "tr_2_20.fasta tr_5_36.fasta" "tr_2_20.fasta tr_5_46.fasta" "tr_2_20.fasta tr_5_48.fasta"
"tr_2_28.fasta" "0.166400483191244" "0.275749516797835" "0.17968979701063" "0.211748536102734" "0.173125691405715" "0.191943125914123" "0.23179700488406" "0.201778815550266" "0.168502422359619" "0.17091781864192" "0.210203623575956" "0.190295783730905" "0.231610545835243" "0.0830015277864943" "0.0607829197961559" "tr_2_28.fasta tr_2_28.fasta" "tr_2_28.fasta tr_2_3.fasta" "tr_2_28.fasta tr_2_39.fasta" "tr_2_28.fasta tr_2_5.fasta" "tr_2_28.fasta tr_2_50.fasta" "tr_2_28.fasta tr_2_75.fasta" "tr_2_28.fasta tr_2_85.fasta" "tr_2_28.fasta tr_2_90.fasta" "tr_2_28.fasta tr_2_91.fasta" "tr_2_28.fasta tr_3_1.fasta" "tr_2_28.fasta tr_3_24.fasta" "tr_2_28.fasta tr_3_30.fasta" "tr_2_28.fasta tr_3_33.fasta" "tr_2_28.fasta tr_3_43.fasta" "tr_2_28.fasta tr_3_47.fasta" "tr_2_28.fasta tr_3_69.fasta" "tr_2_28.fasta tr_3_7.fasta" "tr_2_28.fasta tr_3_71.fasta" "tr_2_28.fasta tr_4_12.fasta" "tr_2_28.fasta tr_4_23.fasta" "tr_2_28.fasta tr_4_36.fasta" "tr_2_28.fasta tr_4_44.fasta" "tr_2_28.fasta tr_4_45.fasta" "tr_2_28.fasta tr_4_66.fasta" "tr_2_28.fasta tr_4_74.fasta" "tr_2_28.fasta tr_4_78.fasta" "tr_2_28.fasta tr_4_87.fasta" "tr_2_28.fasta tr_4_92.fasta" "tr_2_28.fasta tr_4_95.fasta" "tr_2_28.fasta tr_5_13.fasta" "tr_2_28.fasta tr_5_26.fasta" "tr_2_28.fasta tr_5_29.fasta" "tr_2_28.fasta tr_5_36.fasta" "tr_2_28.fasta tr_5_46.fasta" "tr_2_28.fasta tr_5_48.fasta"
"tr_2_3.fasta" "0.221753930483321" "0.316207855628865" "0.243400767884016" "0.246960093099707" "0.237929099462184" "0.233135700888728" "0.29995556641008" "0.270396999034198" "0.214400449470685" "0.20752201851867" "0.259093674879461" "0.258376288737309" "0.330013631662455" "0.0611346735531513" "0.0751018604963791" "0.0985727752841176" "tr_2_3.fasta tr_2_3.fasta" "tr_2_3.fasta tr_2_39.fasta" "tr_2_3.fasta tr_2_5.fasta" "tr_2_3.fasta tr_2_50.fasta" "tr_2_3.fasta tr_2_75.fasta" "tr_2_3.fasta tr_2_85.fasta" "tr_2_3.fasta tr_2_90.fasta" "tr_2_3.fasta tr_2_91.fasta" "tr_2_3.fasta tr_3_1.fasta" "tr_2_3.fasta tr_3_24.fasta" "tr_2_3.fasta tr_3_30.fasta" "tr_2_3.fasta tr_3_33.fasta" "tr_2_3.fasta tr_3_43.fasta" "tr_2_3.fasta tr_3_47.fasta" "tr_2_3.fasta tr_3_69.fasta" "tr_2_3.fasta tr_3_7.fasta" "tr_2_3.fasta tr_3_71.fasta" "tr_2_3.fasta tr_4_12.fasta" "tr_2_3.fasta tr_4_23.fasta" "tr_2_3.fasta tr_4_36.fasta" "tr_2_3.fasta tr_4_44.fasta" "tr_2_3.fasta tr_4_45.fasta" "tr_2_3.fasta tr_4_66.fasta" "tr_2_3.fasta tr_4_74.fasta" "tr_2_3.fasta tr_4_78.fasta" "tr_2_3.fasta tr_4_87.fasta" "tr_2_3.fasta tr_4_92.fasta" "tr_2_3.fasta tr_4_95.fasta" "tr_2_3.fasta tr_5_13.fasta" "tr_2_3.fasta tr_5_26.fasta" "tr_2_3.fasta tr_5_29.fasta" "tr_2_3.fasta tr_5_36.fasta" "tr_2_3.fasta tr_5_46.fasta" "tr_2_3.fasta tr_5_48.fasta"
"tr_2_39.fasta" "0.229181959537957" "0.314144419235018" "0.243358923996108" "0.245068615138881" "0.22188878606736" "0.237357689779872" "0.259622627911417" "0.249439529325197" "0.22151533124023" "0.202108855279714" "0.250753798019099" "0.229013781843147" "0.265743895143486" "0.0669307033053777" "0.0700667489603013" "0.103303593306692" "0.0470060907458233" "tr_2_39.fasta tr_2_39.fasta" "tr_2_39.fasta tr_2_5.fasta" "tr_2_39.fasta tr_2_50.fasta" "tr_2_39.fasta tr_2_75.fasta" "tr_2_39.fasta tr_2_85.fasta" "tr_2_39.fasta tr_2_90.fasta" "tr_2_39.fasta tr_2_91.fasta" "tr_2_39.fasta tr_3_1.fasta" "tr_2_39.fasta tr_3_24.fasta" "tr_2_39.fasta tr_3_30.fasta" "tr_2_39.fasta tr_3_33.fasta" "tr_2_39.fasta tr_3_43.fasta" "tr_2_39.fasta tr_3_47.fasta" "tr_2_39.fasta tr_3_69.fasta" "tr_2_39.fasta tr_3_7.fasta" "tr_2_39.fasta tr_3_71.fasta" "tr_2_39.fasta tr_4_12.fasta" "tr_2_39.fasta tr_4_23.fasta" "tr_2_39.fasta tr_4_36.fasta" "tr_2_39.fasta tr_4_44.fasta" "tr_2_39.fasta tr_4_45.fasta" "tr_2_39.fasta tr_4_66.fasta" "tr_2_39.fasta tr_4_74.fasta" "tr_2_39.fasta tr_4_78.fasta" "tr_2_39.fasta tr_4_87.fasta" "tr_2_39.fasta tr_4_92.fasta" "tr_2_39.fasta tr_4_95.fasta" "tr_2_39.fasta tr_5_13.fasta" "tr_2_39.fasta tr_5_26.fasta" "tr_2_39.fasta tr_5_29.fasta" "tr_2_39.fasta tr_5_36.fasta" "tr_2_39.fasta tr_5_46.fasta" "tr_2_39.fasta tr_5_48.fasta"
"tr_2_5.fasta" "0.20300630837455" "0.324683185464615" "0.233467746691908" "0.241979550721415" "0.232082525359652" "0.230956614388345" "0.282597562333351" "0.266864296369977" "0.228053760148072" "0.215620289534408" "0.245612407702799" "0.252701949675903" "0.333004945401318" "0.0696016956326433" "0.0818119364771614" "0.0931267246479687" "0.0578129707464301" "0.0853730815585742" "tr_2_5.fasta tr_2_5.fasta" "tr_2_5.fasta tr_2_50.fasta" "tr_2_5.fasta tr_2_75.fasta" "tr_2_5.fasta tr_2_85.fasta" "tr_2_5.fasta tr_2_90.fasta" "tr_2_5.fasta tr_2_91.fasta" "tr_2_5.fasta tr_3_1.fasta" "tr_2_5.fasta tr_3_24.fasta" "tr_2_5.fasta tr_3_30.fasta" "tr_2_5.fasta tr_3_33.fasta" "tr_2_5.fasta tr_3_43.fasta" "tr_2_5.fasta tr_3_47.fasta" "tr_2_5.fasta tr_3_69.fasta" "tr_2_5.fasta tr_3_7.fasta" "tr_2_5.fasta tr_3_71.fasta" "tr_2_5.fasta tr_4_12.fasta" "tr_2_5.fasta tr_4_23.fasta" "tr_2_5.fasta tr_4_36.fasta" "tr_2_5.fasta tr_4_44.fasta" "tr_2_5.fasta tr_4_45.fasta" "tr_2_5.fasta tr_4_66.fasta" "tr_2_5.fasta tr_4_74.fasta" "tr_2_5.fasta tr_4_78.fasta" "tr_2_5.fasta tr_4_87.fasta" "tr_2_5.fasta tr_4_92.fasta" "tr_2_5.fasta tr_4_95.fasta" "tr_2_5.fasta tr_5_13.fasta" "tr_2_5.fasta tr_5_26.fasta" "tr_2_5.fasta tr_5_29.fasta" "tr_2_5.fasta tr_5_36.fasta" "tr_2_5.fasta tr_5_46.fasta" "tr_2_5.fasta tr_5_48.fasta"
"tr_2_50.fasta" "0.181821531021203" "0.259920572265287" "0.197346184325624" "0.213751049288083" "0.176416938843168" "0.201578128991854" "0.238541483666426" "0.218141678993742" "0.167050489054441" "0.16614313445936" "0.207703346422984" "0.189905099162798" "0.279422639192856" "0.069618870390842" "0.0568167902653511" "0.0730991130452069" "0.0698126904087453" "0.0652244787236147" "0.0809356060141325" "tr_2_50.fasta tr_2_50.fasta" "tr_2_50.fasta tr_2_75.fasta" "tr_2_50.fasta tr_2_85.fasta" "tr_2_50.fasta tr_2_90.fasta" "tr_2_50.fasta tr_2_91.fasta" "tr_2_50.fasta tr_3_1.fasta" "tr_2_50.fasta tr_3_24.fasta" "tr_2_50.fasta tr_3_30.fasta" "tr_2_50.fasta tr_3_33.fasta" "tr_2_50.fasta tr_3_43.fasta" "tr_2_50.fasta tr_3_47.fasta" "tr_2_50.fasta tr_3_69.fasta" "tr_2_50.fasta tr_3_7.fasta" "tr_2_50.fasta tr_3_71.fasta" "tr_2_50.fasta tr_4_12.fasta" "tr_2_50.fasta tr_4_23.fasta" "tr_2_50.fasta tr_4_36.fasta" "tr_2_50.fasta tr_4_44.fasta" "tr_2_50.fasta tr_4_45.fasta" "tr_2_50.fasta tr_4_66.fasta" "tr_2_50.fasta tr_4_74.fasta" "tr_2_50.fasta tr_4_78.fasta" "tr_2_50.fasta tr_4_87.fasta" "tr_2_50.fasta tr_4_92.fasta" "tr_2_50.fasta tr_4_95.fasta" "tr_2_50.fasta tr_5_13.fasta" "tr_2_50.fasta tr_5_26.fasta" "tr_2_50.fasta tr_5_29.fasta" "tr_2_50.fasta tr_5_36.fasta" "tr_2_50.fasta tr_5_46.fasta" "tr_2_50.fasta tr_5_48.fasta"
"tr_2_75.fasta" "0.200971285275533" "0.281213300898298" "0.218016742344427" "0.224912366508337" "0.197668729004463" "0.213156508461197" "0.271808126132821" "0.244414839296668" "0.218854170421469" "0.189612374050649" "0.222173634373686" "0.20996986384116" "0.297710562210239" "0.119884155774529" "0.0954985893639141" "0.106865970812192" "0.10953565718044" "0.106522954385941" "0.109814517980225" "0.0683518191440323" "tr_2_75.fasta tr_2_75.fasta" "tr_2_75.fasta tr_2_85.fasta" "tr_2_75.fasta tr_2_90.fasta" "tr_2_75.fasta tr_2_91.fasta" "tr_2_75.fasta tr_3_1.fasta" "tr_2_75.fasta tr_3_24.fasta" "tr_2_75.fasta tr_3_30.fasta" "tr_2_75.fasta tr_3_33.fasta" "tr_2_75.fasta tr_3_43.fasta" "tr_2_75.fasta tr_3_47.fasta" "tr_2_75.fasta tr_3_69.fasta" "tr_2_75.fasta tr_3_7.fasta" "tr_2_75.fasta tr_3_71.fasta" "tr_2_75.fasta tr_4_12.fasta" "tr_2_75.fasta tr_4_23.fasta" "tr_2_75.fasta tr_4_36.fasta" "tr_2_75.fasta tr_4_44.fasta" "tr_2_75.fasta tr_4_45.fasta" "tr_2_75.fasta tr_4_66.fasta" "tr_2_75.fasta tr_4_74.fasta" "tr_2_75.fasta tr_4_78.fasta" "tr_2_75.fasta tr_4_87.fasta" "tr_2_75.fasta tr_4_92.fasta" "tr_2_75.fasta tr_4_95.fasta" "tr_2_75.fasta tr_5_13.fasta" "tr_2_75.fasta tr_5_26.fasta" "tr_2_75.fasta tr_5_29.fasta" "tr_2_75.fasta tr_5_36.fasta" "tr_2_75.fasta tr_5_46.fasta" "tr_2_75.fasta tr_5_48.fasta"
"tr_2_85.fasta" "0.202749813659867" "0.297392754947637" "0.2216128528202" "0.235130838068253" "0.208305957949272" "0.219167009721459" "0.267873512642384" "0.248106481513581" "0.189195514951771" "0.191152343835369" "0.243874634850117" "0.228524312918646" "0.317301721460486" "0.0622613311282668" "0.066249766000551" "0.0662340349805959" "0.0861452920633162" "0.0787613507594846" "0.0915347265601544" "0.0641063681937598" "0.116108496083915" "tr_2_85.fasta tr_2_85.fasta" "tr_2_85.fasta tr_2_90.fasta" "tr_2_85.fasta tr_2_91.fasta" "tr_2_85.fasta tr_3_1.fasta" "tr_2_85.fasta tr_3_24.fasta" "tr_2_85.fasta tr_3_30.fasta" "tr_2_85.fasta tr_3_33.fasta" "tr_2_85.fasta tr_3_43.fasta" "tr_2_85.fasta tr_3_47.fasta" "tr_2_85.fasta tr_3_69.fasta" "tr_2_85.fasta tr_3_7.fasta" "tr_2_85.fasta tr_3_71.fasta" "tr_2_85.fasta tr_4_12.fasta" "tr_2_85.fasta tr_4_23.fasta" "tr_2_85.fasta tr_4_36.fasta" "tr_2_85.fasta tr_4_44.fasta" "tr_2_85.fasta tr_4_45.fasta" "tr_2_85.fasta tr_4_66.fasta" "tr_2_85.fasta tr_4_74.fasta" "tr_2_85.fasta tr_4_78.fasta" "tr_2_85.fasta tr_4_87.fasta" "tr_2_85.fasta tr_4_92.fasta" "tr_2_85.fasta tr_4_95.fasta" "tr_2_85.fasta tr_5_13.fasta" "tr_2_85.fasta tr_5_26.fasta" "tr_2_85.fasta tr_5_29.fasta" "tr_2_85.fasta tr_5_36.fasta" "tr_2_85.fasta tr_5_46.fasta" "tr_2_85.fasta tr_5_48.fasta"
"tr_2_90.fasta" "0.165632828504301" "0.277024204905294" "0.180899667389505" "0.188582036325873" "0.168752569859448" "0.182552097732672" "0.198101220134811" "0.196440204130206" "0.160049526847139" "0.167581038084985" "0.188880050982162" "0.177848960303156" "0.21320096029636" "0.0501244813294434" "0.048858930247333" "0.0549238623895434" "0.0600872121939775" "0.0598854940241625" "0.0717968748038074" "0.0658129735120306" "0.0984111340049198" "0.0565174699901509" "tr_2_90.fasta tr_2_90.fasta" "tr_2_90.fasta tr_2_91.fasta" "tr_2_90.fasta tr_3_1.fasta" "tr_2_90.fasta tr_3_24.fasta" "tr_2_90.fasta tr_3_30.fasta" "tr_2_90.fasta tr_3_33.fasta" "tr_2_90.fasta tr_3_43.fasta" "tr_2_90.fasta tr_3_47.fasta" "tr_2_90.fasta tr_3_69.fasta" "tr_2_90.fasta tr_3_7.fasta" "tr_2_90.fasta tr_3_71.fasta" "tr_2_90.fasta tr_4_12.fasta" "tr_2_90.fasta tr_4_23.fasta" "tr_2_90.fasta tr_4_36.fasta" "tr_2_90.fasta tr_4_44.fasta" "tr_2_90.fasta tr_4_45.fasta" "tr_2_90.fasta tr_4_66.fasta" "tr_2_90.fasta tr_4_74.fasta" "tr_2_90.fasta tr_4_78.fasta" "tr_2_90.fasta tr_4_87.fasta" "tr_2_90.fasta tr_4_92.fasta" "tr_2_90.fasta tr_4_95.fasta" "tr_2_90.fasta tr_5_13.fasta" "tr_2_90.fasta tr_5_26.fasta" "tr_2_90.fasta tr_5_29.fasta" "tr_2_90.fasta tr_5_36.fasta" "tr_2_90.fasta tr_5_46.fasta" "tr_2_90.fasta tr_5_48.fasta"
"tr_2_91.fasta" "0.216008372563892" "0.321146184459324" "0.249178928331822" "0.249609459906715" "0.223576607967854" "0.236049014888774" "0.289280236603582" "0.261339681054335" "0.220276067192208" "0.210501991639329" "0.260015405663554" "0.246242240540632" "0.286299127067537" "0.0694151518624072" "0.0869871380835624" "0.100640132589104" "0.0723184695348957" "0.0707129447068219" "0.073892546321702" "0.0854798772545316" "0.129499320999348" "0.089585366821256" "0.0627364139764649" "tr_2_91.fasta tr_2_91.fasta" "tr_2_91.fasta tr_3_1.fasta" "tr_2_91.fasta tr_3_24.fasta" "tr_2_91.fasta tr_3_30.fasta" "tr_2_91.fasta tr_3_33.fasta" "tr_2_91.fasta tr_3_43.fasta" "tr_2_91.fasta tr_3_47.fasta" "tr_2_91.fasta tr_3_69.fasta" "tr_2_91.fasta tr_3_7.fasta" "tr_2_91.fasta tr_3_71.fasta" "tr_2_91.fasta tr_4_12.fasta" "tr_2_91.fasta tr_4_23.fasta" "tr_2_91.fasta tr_4_36.fasta" "tr_2_91.fasta tr_4_44.fasta" "tr_2_91.fasta tr_4_45.fasta" "tr_2_91.fasta tr_4_66.fasta" "tr_2_91.fasta tr_4_74.fasta" "tr_2_91.fasta tr_4_78.fasta" "tr_2_91.fasta tr_4_87.fasta" "tr_2_91.fasta tr_4_92.fasta" "tr_2_91.fasta tr_4_95.fasta" "tr_2_91.fasta tr_5_13.fasta" "tr_2_91.fasta tr_5_26.fasta" "tr_2_91.fasta tr_5_29.fasta" "tr_2_91.fasta tr_5_36.fasta" "tr_2_91.fasta tr_5_46.fasta" "tr_2_91.fasta tr_5_48.fasta"
